"","ID","I_m","I_mr","fs"
"1",2004,0.216747070724868,1.0789220853473,0.0366373462855865
"2",2007,0.415093004105767,0.999637110356273,0.282331633362866
"3",2009,0.202428499138646,0.951856918451593,0.487034358444864
"4",2011,0.143424483599804,0.923469313497787,0.519029470343744
"5",2014,0.508530225349048,0.493450852979756,0.225668572739513
"6",2016,0.297366489474648,0.945112629295267,0.163059387464975
"7",2017,0.391217847782854,0.700936018996894,0.0464730013726871
"8",2018,0.453344007360724,0.593855959476179,0.207152767580477
"9",2019,0.440661037402253,0.567290531846281,0.469082188166686
"10",2020,0.45014409067256,0.529605998963947,0.277411102928785
"11",2021,0.312546834847313,0.823701461546548,0.0262420048355354
"12",2022,0.299222915360527,0.78614188184224,0.175738251914146
"13",2023,0.379258317583507,0.675297450632244,0.419625044925646
"14",2024,0.153816941535398,0.935672539636455,0.50562679729796
"15",2025,0.530211607215005,0.444937078718268,0.382406739506085
"16",2026,0.218956813954013,0.998220169111344,0.352111955010389
"17",2027,0.218956813954013,0.998220169111344,0.352111955010389
"18",2028,0.218956813954013,0.998220169111344,0.352111955010389
"19",2029,0.291980828771279,0.955966326409687,0.21061244549637
"20",2030,0.325221808744419,0.810115312352504,0.376640465139224
"21",2031,0.452576332831685,0.587600968306578,0.10070662294762
"22",2032,0.398230276698674,0.627337799361405,0.229165656404434
"23",2033,0.570841253504768,0.379289616470272,0.406789843091948
"24",2034,0.2632644947955,1.05309783848329,0.052671063775565
"25",2041,0.451107264633821,0.524876641643071,0.329640960652852
"26",2043,0.384638783286665,0.648197215483182,0.221165125911383
"27",2044,0.332009389124788,0.745920270681381,0.0915467038934173
"28",2053,0.316036568074711,0.98530205989306,0.551876476215841
"29",2056,0.538088596936336,0.431110162835168,0.419910867593256
"30",2063,0.290246269253999,0.950123402580583,0.184957447768695
"31",2066,0.329291062563965,0.638725793136354,0.461976496317133
"32",2067,0.271347520979418,0.670585447651708,0.458897350485617
"33",2068,0.443950770987796,0.540921825808353,0.265802780349096
"34",2070,0.358930838361027,0.775459064491864,0.190720682573413
"35",2072,0.339546210318804,0.647631765156984,0.451783807203174
"36",2073,0.335384878896652,0.63610390221819,0.46950744441215
"37",2074,0.299222915360527,0.78614188184224,0.175738251914146
"38",2078,0.0733898761424407,0.736768981474081,0.396980707465984
"39",2079,-0.142064491907756,0.787756860256195,0.169612397750219
"40",2081,0.330909080651342,0.777168117007431,0.0591835280006029
"41",2082,0.303638844202596,0.816162716623739,0.0283011864765105
"42",2084,0.527890896355664,0.465532849673872,0.230869145684496
"43",2085,0.302143484663836,0.896504144599194,0.2734938718976
"44",2086,0.50460751237345,0.460262744866013,0.330289951682002
"45",2087,0.503824488024845,0.495994391842423,0.488357715796087
"46",2088,0.425304382842976,0.617314338094586,0.206252017191478
"47",2091,0.352979599420268,0.782790855448865,0.179131292124102
"48",2093,0.3257266656722,0.809444396817299,0.377913513548676
"49",2097,0.348726739108814,0.858844833283485,0.0135252617833987
"50",2099,0.478731449430078,0.537888798514895,0.19101997319241
"51",2101,0.312254471233092,0.79598819060498,0.0359387908908856
"52",2102,0.425074926481727,0.6178817243623,0.205349382542938
"53",2104,0.551885949391057,0.413048386887153,0.293628954285819
"54",2105,0.338200869038701,0.631969204341823,0.470260803559513
"55",2106,0.294754881198759,0.986315538636461,0.0980159712509647
"56",2109,0.31179077801978,0.786751028380276,0.459179150101579
"57",2110,0.470657884785214,0.559372810013449,0.236445349149953
"58",2112,0.50395076116547,0.47602240787819,0.212299643957522
"59",2113,0.34871978633873,0.829578196713435,0.171257886734344
"60",2116,0.356350794570967,0.720284770786121,0.190550203094108
"61",2117,0.233443463181483,0.988898972717096,0.640787296629739
"62",2118,0.551977739860185,0.412826922892336,0.293791539531824
"63",2119,0.320404686242425,0.96876045093149,0.264640766682049
"64",2122,0.365147138431621,0.933834441264721,0.193634298650624
"65",2125,0.387662529134426,0.708356883520442,0.0444707632183082
"66",2126,0.308011648205804,0.817502278257424,0.0598710498339693
"67",2130,0.352952163186647,0.779796394935645,0.180419905997252
"68",2132,0.30119150100317,0.811943225423428,0.0644801919346957
"69",2135,0.312713728735223,0.833059587872969,0.32959990108808
"70",2137,0.357078285010393,0.828961891576278,0.0135933396614288
"71",2139,0.396444518963496,0.681101519266764,0.0747276552642385
"72",2141,0.410116637602199,0.535973806953963,0.404459403496881
"73",2143,0.360997175705032,0.693722072115576,0.188993649041832
"74",2150,0.419404737087018,0.593290311092384,0.338102291933728
"75",2151,0.301946304546496,0.961054435710317,0.392423496187962
"76",2152,0.49277997972229,0.514023031380628,0.272497134254036
"77",2154,0.274184388392833,1.05833435424828,0.102959699878076
"78",2155,0.314417744774161,0.865016330372203,0.114845699339972
"79",2157,0.195986613631248,1.02257825434208,0
"80",2159,0.250995326331075,0.973490497591544,0.109210755010801
"81",2160,0.340492312536409,0.955916033349896,0.348974025250873
"82",2161,0.235182811756315,0.731656481761758,0.729537000379911
"83",2167,0.312571192162077,0.823789198452404,0.0262162521320657
"84",2168,0.35937160346657,0.82467656256631,0.0064785415888764
"85",2170,0.294916152750454,1.10888517352974,0.280786981801096
"86",2174,0.232307835052335,1.02786948938672,0.328408842755197
"87",2176,0.464749694914899,0.551215712025634,0.161651936657408
"88",2179,0.306205247923053,0.936429835491599,0.205632381800807
"89",2181,0.404580393204694,0.623981926314182,0.118718288308982
"90",2185,0.445069537927419,0.501946708805577,0.340787109817256
"91",2187,0.362551535069463,0.666156859834861,0.133740868551171
"92",2199,0.396164482318285,0.921287268896262,0.140208036756851
"93",2200,0.297080161452011,0.812026893028191,0.493221367735948
"94",2202,0.335879011290301,0.972025365760744,0.0322632771439669
"95",2203,0.35063928603071,0.974479982283263,0.369914400366555
"96",2205,0.349428732717853,0.827596431616855,0.172372133925326
"97",2206,0.353238821029663,0.681393146514893,0.145287036895752
"98",2207,0.493347447571561,0.512825684341191,0.273803908049787
"99",2208,0.292252331060216,0.955760450604363,0.210974737547109
"100",2209,0.482039330249466,0.534301993492177,0.197093071242445
"101",2210,0.362024285848113,1.03578731649223,0.231652872716558
"102",2215,0.302950958554894,0.974320892354948,0.226818883374414
"103",2217,0.231857445055579,1.03037387610013,0.325379242726897
"104",2219,0.340336153283715,0.888529727856318,0.562247851490974
"105",2232,0.307695566986998,0.968596226225297,0.464570237944524
"106",2239,0.167049913152985,0.739860720451801,0.455378710442493
"107",2243,0.459184013179579,0.577472282563562,0.175018566536255
"108",2244,0.223495063139126,0.973269974812865,0.500992173328996
"109",2247,0.373788385052939,1.03410434473205,0.245894690633223
"110",2251,0.362816147506237,0.890836760401726,0.330919399857521
"111",2252,0.363449588418007,0.903963714838028,0.354871839284897
"112",2256,0.346032814011661,0.634657282348073,0.568728388449468
"113",2262,0.304068503570226,0.671786212590006,0.548006948000855
"114",2263,0.330357913759129,0.645157124877961,0.517439781141675
"115",2265,0.288238716063228,0.662666174195637,0.470496388629218
"116",2268,0.467275470050413,0.498258065376709,0.639311835392198
"117",2269,0.270974740999835,0.783834997000116,0.634323518836137
"118",2270,0.371922748209307,1.03243979198812,0.245863023992151
"119",2276,0.565620610158737,0.409649290042381,0.3871291881963
"120",2282,0.405192896723747,0.724248886108398,0.235784985125065
"121",2283,0.420828461647034,0.698535203933716,0.235253766179085
"122",2288,0.37638349357423,0.662861151833572,0.216896546481771
"123",2289,0.350509645913612,0.790970188720646,0.175015637612533
"124",2290,0.404141451949361,0.98637269214652,0.26485454762119
"125",2299,0.582040897674031,0.378305475744936,0.491125267412927
"126",2300,0.53289300261192,0.399757355162241,0.226163023739185
"127",2303,0.446654732052352,0.56713806718659,0.143438450191926
"128",2304,0.20568569128632,0.675443118380517,0.452258722376578
"129",2305,0.395763029312265,0.617566840402011,0.0864462956529239
"130",2307,0.373875702972765,0.989178976526967,0.248170975561219
"131",2308,0.4082296757504,0.592726770528527,0.0927736170936462
"132",2309,0.28468419611454,0.851173967123032,0
"133",2312,0.185182322189212,0.936884765326977,0.00584991816431284
"134",2319,0.266568577254657,0.645237922006183,0.45991269018915
"135",2321,0.313185909921809,0.778554755587911,0.0374648760166741
"136",2327,0.456137886723957,0.515709706254908,0.475590692581357
"137",2342,0.165068423144505,0.937237540407786,0.428468407383041
"138",2343,0.361760975110649,0.867569764651875,0.0713884916045878
"139",2346,0.285102574406648,0.757517004166095,0.526929968912853
"140",2347,0.376884330596243,0.630744474274772,0.240715436637402
"141",2349,0.262441766850742,0.879791899963661,0.00846628062886956
"142",2351,-0.0656007248525866,0.92934084121754,0.60702349926728
"143",2352,0.634264503895995,0.310912455021128,0.448590641501944
"144",2355,0.428232507123145,0.541263653526028,0.433028669226131
"145",2356,0.364310460846599,0.685048905814566,0.371230206838468
"146",2364,0.469193212407872,0.543706788828498,0.419604518303746
"147",2366,0.128424491934394,0.768081697550687,0.413019547408277
"148",2368,0.339323776050276,0.700735447501404,0.215080077150567
"149",2369,0.268799269232302,1.07703259702546,0.029277869021695
"150",2370,0.371223786123937,1.03182780324778,0.245246132684269
"151",2371,0.40983734279871,1.0132049910332,0.286954601736445
"152",2372,0.595475163476253,0.361743743892719,0.346784553414271
"153",2374,0.433971166026358,0.566983026227141,0.13404689911826
"154",2378,0.400462217308363,1.01079019745123,0.248688942299139
"155",2386,0.26413630736324,0.881514064385242,0.0560378865050177
"156",2387,0.446538149379895,0.497953546841042,0.403529123932213
"157",2392,0.375953318214666,0.663673596349232,0.21661853655219
"158",2403,0.330849249010622,0.635951532097571,0.491073549274863
"159",2409,0.359032578160318,0.748078108404242,0.249183018812152
"160",2410,0.27893990227832,0.774956531214471,0.0877990412278747
"161",2412,0.317654159954853,0.981054570939806,0.158894149690039
"162",2414,0.382853132486343,0.68341292142868,0.0665690027177334
"163",2415,0.252747341409367,0.918824193952475,0.0228987212777968
"164",2416,0.357078285010393,0.828961891576278,0.0135933396614288
"165",2417,0.359103997779447,0.82532649308212,0.00642832033624945
"166",2418,0.429541455341221,0.510555096053109,0.414371262947132
"167",2419,0.414102402985262,0.616961218769504,0.506651893092065
"168",2420,0.431718060355516,0.546267125366619,0.258770456675838
"169",2426,0.579550027521582,0.352513432014184,0.347857591334751
"170",2430,0.580254781246185,0.365826859325171,0.516840916872024
"171",2432,0.277879142175965,1.0946391420463,0.0528906737418138
"172",2433,0.329287496903403,1.06899044222452,0.140301659576256
"173",2434,0.359299270630772,0.898204641852213,0.0740917808751562
"174",2436,0.469435454242759,0.543477034403218,0.238521661712892
"175",2437,0.273448875317207,1.06044018268585,0.0227577382555375
"176",2446,0.27329139635796,1.05865307414009,0.102375595100239
"177",2447,0.216559279664063,1.07897400458654,0.036577037896639
"178",2450,0.359007831360843,0.861067143835968,0.0327077304592004
"179",2457,0.379258317583507,0.675297450632244,0.419625044925646
"180",2458,0.349851959350846,1.02351639033612,0.212386918239569
"181",2461,0.305415521242789,0.816751567380769,0.0183381164180381
"182",2462,0.326975972529308,0.642837574837761,0.492398626659058
"183",2463,0.334795845879449,0.837869909074571,0
"184",2467,0.301536420336139,0.975354333161331,0.224587291949909
"185",2468,0.452217192059141,0.52759823109537,0.151974607050218
"186",2469,0.277917279776073,0.910298189177658,0.421381887883851
"187",2471,0.336650694265335,0.909050036981268,0.0417476954680045
"188",2473,0.449884665838375,0.528467109242577,0.324645491123578
"189",2474,0.47173465291659,0.485583487532887,0.332175542746543
"190",2475,0.412294080421301,0.606541838910845,0.347104855281653
"191",2477,0.421547261231086,0.653474117377225,0.0757878241074436
"192",2478,0.319616433704386,0.976875876103129,0.135199329538309
"193",2480,0.39535627870456,0.999030097208408,0.254617515303518
"194",2481,0.519018509227377,0.484824995534408,0.318817155223359
"195",2484,0.447414038402419,0.606175994680774,0.0863155815449934
"196",2485,0.219307558494303,1.15454622786441,0.0248202484821754
"197",2486,0.344058884917019,0.939490629133777,0.210719267620104
"198",2487,0.414138087820738,0.663558254004421,0.192991392799002
"199",2488,0.299819673051541,0.94889315543305,0.375413370209143
"200",2490,0.253383381292224,1.19561569005251,0.0876010650396347
"201",2491,0.578480106431085,0.380169617002075,0.343657127385204
"202",2493,0.348815708314601,1.0648741971201,0.191675713925219
"203",2494,0.457802063202633,0.528284787249276,0.321091773341915
"204",2497,0.373432812898347,0.841527382644375,0.0698859460986732
"205",2498,0.547280702914033,0.397847292393539,0.384490669974796
"206",2500,0.242901663162879,0.982001079512494,0.0299475041683763
"207",2602,0.492220741316016,0.452523947383648,0.382052591743211
"208",2603,0.382002382077903,0.738940222983791,0.188706226832584
"209",2604,0.468980276691062,0.554839429046426,0.18795622246606
"210",2605,0.403873121014799,0.595215144058386,0.250426439491038
"211",2606,0.218935908849236,0.998268577560464,0.352059561296378
"212",2607,0.445569313596934,0.582749206572771,0.522674426902086
"213",2608,0.377178039620904,0.776191721944248,0.00794950522044126
"214",2609,0.498185911510564,0.483209708823433,0.195366654592224
"215",2610,0.351339563494548,0.907747670076787,0.1134533942095
"216",2612,0.386085588534673,0.600699053605398,0.243537548532089
"217",2613,0.350179445167857,0.793536979896545,0.174011325982196
"218",2615,0.349837122578568,0.791703810674164,0.174560983467093
"219",2617,-0.018988627191727,0.736663855543924,0.393083423444437
"220",2620,0.362033845770438,0.623419217814673,0.423165179739725
"221",2623,0.455636432670778,0.552485251234424,0.560163923521196
"222",2629,0.330844232264687,0.770279350000269,0.0432077000684598
"223",2630,0.180689384210079,1.06605479245385,0.296464776465048
"224",2631,0.555648561886379,0.407056398476873,0.519239232795579
"225",2634,0.412586614489555,0.675270955073716,0.152211251297021
"226",2635,0.513714077075322,0.435663497447968,0.202535216013591
"227",2640,0.298287715681427,1.02094959268153,0.131591504002041
"228",2642,0.274184388392833,1.05833435424828,0.102959699878076
"229",2644,0.325381747553213,0.64203986595541,0.458303331028695
"230",3001,0.462036267069884,0.497409612862612,0.349210039413308
"231",3002,0.313644697417074,0.840027892767493,0.0383204693224893
"232",3003,0.428251309820272,0.595785655289084,0.29372601012968
"233",3004,0.310061997600964,0.825762813999539,0.0285074837683212
"234",3005,0.490942953732507,0.485157616179565,0.276556707725957
"235",3006,0.449861020345647,0.528544372800444,0.324524105634282
"236",3007,0.442305404160704,0.651003739220046,0.0897317979418274
"237",3008,0.449460937579473,0.61446396112442,0.12367762774229
"238",3009,0.431116282993789,0.591438494607314,0.310681416976366
"239",3010,0.407009689220742,0.717219795308896,0.0443102859739047
"240",3011,0.467788487519186,0.602859303355217,0.12480569993789
"241",3012,0.446813428336805,0.644851935365812,0.0802798229651373
"242",3013,0.483770801589407,0.526245977344184,0.255773627167118
"243",3014,0.461546078324318,0.605537305275599,0.0938759092241526
"244",3015,0.472222255122277,0.611183176117559,0.127258624400823
"245",3016,0.482066936390374,0.556137927437341,0.186579172729805
"246",3017,0.491082399662902,0.583560754294621,0.208357622729971
"247",3018,0.507099464295372,0.487080771596201,0.34401695613539
"248",3019,0.414166792134879,0.593908293176793,0.351160479489412
"249",3020,0.489722597015488,0.610497093700862,0.149432452695145
"250",3021,0.487445098785113,0.554992077986197,0.283617996439642
"251",3022,0.480504375085773,0.551984057009938,0.312727653612214
"252",3023,0.482496984876119,0.61457148194313,0.189669719395729
"253",3024,0.505069207814005,0.574019260050958,0.206363480712412
"254",3025,0.405390188775279,0.60397601432421,0.335684808902442
"255",3026,0.500971969702969,0.558935263450595,0.217242580069148
"256",3027,0.483442571102165,0.551718131529065,0.303154144934782
"257",3028,0.505879227761869,0.54531431639636,0.23086796314628
"258",3029,0.493882871461364,0.527244285030185,0.282380824662604
"259",3030,0.480980965872885,0.544653220915459,0.347857770575604
"260",3031,0.452370044347402,0.562964495237883,0.375478173698391
"261",3032,0.368821780212507,0.574204380583504,0.457465742674211
"262",3033,0.268260518372621,0.66899743408456,0.453272072581963
"263",4001,0.467426872053066,0.842350005602636,0.148780790948066
"264",4002,0.49930861966903,0.818841952851365,0.237382719657441
"265",4003,0.459114200738539,0.897126928151372,0.288472308092807
"266",4004,0.299924365232844,1.04668712140223,0.240684720545734
"267",4005,0.359969236633994,0.986175953664563,0.290511854331602
"268",4006,0.379669700099641,0.977819968572184,0.290699764960954
"269",4007,0.137818813832649,1.09242163652397,0.154015234585507
"270",4008,0.12807843294204,1.09208369087637,0.127972285566705
"271",4009,0.14852257550322,1.05250174222619,0.142324285996184
"272",4010,0.398230276698674,0.627337799361405,0.229165656404434
"273",4011,0.164576187569608,0.949270230339419,0.103618984300924
"274",4012,0.203305010757749,0.883909058003199,0.100227303389046
"275",4013,0.22448253793021,0.861767679452896,0.0987391532088319
"276",4014,0.213433147387734,0.874089334208892,0.0720491181880105
"277",4015,0.25341189573536,0.834413665947897,0.0893899561039039
"278",4016,0.455620531761882,0.656968742020468,0.14968895141363
"279",4017,0.367184161402733,0.733915697559451,0.129372231056749
"280",4018,0.197090565877141,0.87069916712663,0.106959777089535
"281",4019,0.398378677227918,0.677158628024307,0.0283874552331719
"282",4020,0.490064751167697,0.636225416565573,0.196670533312078
"283",4021,0.497395854469732,0.626105665949219,0.183533247494211
"284",4022,0.466991663587337,0.662157202253536,0.17570345263396
"285",4023,0.515309643645526,0.608589225974163,0.204117079520359
"286",4024,0.510527805954802,0.563100983699163,0.214446810384591
"287",4025,0.516935011322519,0.603079733331647,0.207799405452952
"288",4026,0.521105846373931,0.600724772785021,0.207329174746638
"289",5001,0.291020976963328,1.16192169509717,0.123097218906701
"290",5002,0.370238828659058,1.08116848468781,0.215421277284622
"291",5003,0.182491808652114,1.27731142594264,0.0383371410843654
"292",5004,0.401511259195281,1.02191469582116,0.283431399159315
"293",5005,0.371863123142358,1.03910348632119,0.261935316251986
"294",5006,0.409465422232946,0.983881235122681,0.271333704392115
"295",5007,0.380579346170028,1.03386466701825,0.263753179460764
"296",5008,0.233448802316942,1.18873974204507,0.0989183768574633
"297",5009,0.401093666385484,1.00759751624709,0.268416132302892
"298",5010,0.397992851212621,1.01140506193042,0.264594919358691
"299",5011,0.352355797121054,1.07592204164919,0.215910497462094
"300",5012,0.391961996627241,1.01843840478468,0.263246929562562
"301",5013,0.390722575171598,1.01717341357264,0.26147973376593
"302",5014,0.392227649285987,1.01677226204727,0.262994971805932
"303",5015,0.206085431321365,1.20879427979632,0.0240673494593399
"304",5016,0.407146573639833,0.991538467315527,0.26344665655723
"305",5017,0.368716542342944,1.068183830274,0.365060392101961
"306",5018,0.23493877246424,1.16955139018871,0.0522500095819985
"307",5019,0.332217693814765,1.09885857416236,0.31753895237394
"308",5020,0.285233227743043,1.12497474197988,0.190565694951349
"309",5021,0.376530981464132,1.03724106397778,0.244787020840114
"310",5022,0.344162723891124,1.04458729754956,0.301566982497758
"311",5023,0.361512299635914,1.01250970023828,0.299787152868269
"312",5024,0.371954802163812,1.01393232927766,0.248250423475753
"313",5025,0.346239895039656,1.04243267215192,0.446753143109287
"314",5026,0.369504385036335,1.00380506933781,0.33452915021202
"315",5027,0.352000802184355,1.03052427551963,0.480592795393684
"316",5028,0.360170186861702,0.991986228072125,0.245118763945673
"317",5029,0.381876272301302,0.976139032460274,0.338605609081738
"318",5030,0.372917464852866,1.03325740216109,0.24596562827554
"319",5031,0.39233713931528,0.949797185581904,0.615292411747363
"320",5032,0.370507189487012,1.02981511290584,0.244721426560106
"321",6001,-0.0382838201965543,0.882066115089085,0.60025447110335
"322",6002,0.0721742369353165,0.965259452959649,0.41088059896085
"323",6003,0.139598979937056,0.945666030592281,0.291160722613817
"324",6004,0.155485775564676,0.925989987193674,0.251460391758145
"325",6005,0.224927648718062,0.849136042486608,0.328394784423475
"326",6006,0.302587622118862,0.760704158851416,0.361855864401894
"327",6007,0.179033551972865,0.895915328784009,0.281232369749962
"328",6008,0.134837140847124,1.01067762851093,0.0423944384326512
"329",6009,0.190162982149371,0.893514498407618,0.0991642318776088
"330",6010,0.229328034939815,0.913615080775047,0.0122870523482561
"331",6011,0.298722459875569,0.788196761164444,0.174978439619795
