"Official_ID","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
"01BD008",0.751230158300411,0.0646671050779596,0.101652423762464,0.815046116783578,0.0185093672868904,0.158672812871635,0.80531006965901,0.0750769597793834,0.119612970561609
"01BD009",NA,NA,NA,0.714814660499247,0.0138764285011025,0.271705270466283,NA,NA,NA
"01BE001",0.603844237819196,0.117529987325405,0.240261302141079,0.599441961327641,0.0194955452721307,0.380319450184525,0.600597435996331,0.0726766185258061,0.326725945477867
"01BF001",0.570634918694849,0.128030188330824,0.268505834604074,0.558814717515811,0.0161227933369469,0.427048220465188,0.55822767008236,0.0692333267741081,0.37253900314353
"01BF004",NA,NA,NA,0.521727584407517,0.0132190922118413,0.469089847468138,NA,NA,NA
"01BG001",0.546013660287443,0.131641637084781,0.299938894598982,0.53768599140411,0.0146031486706393,0.449845448556829,0.536263250438596,0.0821837729439519,0.38155297661745
"01BG002",0.626246740546458,0.0765827260526854,0.276296006717297,0.584273004528639,0.0156341545054681,0.402186617164439,0.607226417178318,0.0558235807589935,0.336950002062688
"01BG003",0.647619383394885,0.0619821953208282,0.252205329108085,0.639674107384448,0.01222883753066,0.348138031878124,0.646208996700755,0.0533536413214128,0.300437361977832
"01BG004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BG005",0.60706685321343,0.0806236085735836,0.266591484222495,0.601560129173645,0.0109356785121585,0.389091053139716,0.611622689805032,0.0539517980900354,0.334425512104921
"01BG006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BG008",0.570261536065806,0.0912633835240854,0.311962096473937,0.572228119368583,0.0134247564646089,0.419347710442626,0.565201143204852,0.0771684964280313,0.357630360367105
"01BG009",0.580945325427116,0.0842906313043322,0.283054747012435,0.525683260971677,0.0195444351590736,0.455690302960506,0.594361192457783,0.0731547058707677,0.33248410167145
"01BH001",0.587019963411912,0.0764615162579418,0.294008365097571,0.583196472162682,0.0122339068123921,0.40087789833675,0.586798796014993,0.0536091367322133,0.359592067252803
"01BH002",0.627728919407735,0.0848854357778555,0.256004426299604,0.617365755550641,0.017016835200234,0.369332381047859,0.621220375049181,0.0593208666070315,0.319458758343782
"01BH003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BH007",0.435974379794889,0.105627691159854,0.350771342651767,0.486971841202525,0.0161561877654535,0.501838994042994,0.475644574731501,0.0776760671760294,0.446679358092563
"01BH008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BH009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BH012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BJ001",0.563723720983084,0.124892021930774,0.263229449962718,0.565151922543128,0.0218508128706653,0.409535170163199,0.568674381150901,0.0779895546143863,0.353336064234725
"01BJ003",0.55837796811191,0.1344523001489,0.261918085576161,0.556450674872424,0.0167359668061451,0.4272998063612,0.55421424966167,0.0580112355227372,0.387774514815593
"01BJ007",0.607661558772147,0.114748719068739,0.23445360952862,0.608154370722853,0.0140880966368166,0.37915895201832,0.606987490642342,0.0616216151745349,0.331390894183173
"01BJ010",0.484054920581786,0.131394240263551,0.33269495194801,0.478899515584915,0.0191242875229865,0.500177072977046,0.475909683236517,0.0580389283062975,0.466051388457185
"01BJ012",0.587596733397163,0.105589972150652,0.25715591331522,0.586719783511369,0.0131546801991854,0.40103766307987,0.589823944675311,0.0516078863629204,0.358568168961778
"01BK006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BL001",0.415908030870206,0.159127415761775,0.370974842789623,0.416752954026221,0.0161912106635173,0.570879590035105,0.41537852368462,0.0598192335719168,0.52480224274347
"01BL002",0.493575454005556,0.132764478269125,0.320061262925901,0.498365530129538,0.0225207531715848,0.478974629910614,0.489503460379448,0.0743013711444275,0.436195168476141
"01BL003",0.57480006503762,0.118617308691739,0.26170300716843,0.572492426329722,0.0238121945727268,0.40310581058749,0.572135855568344,0.0772897019368119,0.35057444249484
"01BO001",0.452745140120376,0.164305841782136,0.33116952981352,0.444098606284527,0.0286444818716244,0.523815002569608,0.442860135310488,0.0955853419710887,0.46155452271842
"01BO003",0.444890026901269,0.129427191953575,0.368026475190986,0.430084219498039,0.0227563757052436,0.544923154909513,0.437458758155325,0.0746089202582349,0.487932321586439
"01BO004",0.469481593601681,0.114979717063292,0.35727047928216,0.47695310884792,0.0368055401835323,0.486557523519396,0.472661902780143,0.0892668282002769,0.438071269019594
"01BP001",0.454271140388421,0.175691503495754,0.313502074980412,0.449838642751618,0.0313775287387647,0.514076920568555,0.448795245127805,0.0998361063674837,0.451368648504682
"01BP002",0.383805968008012,0.143047637462277,0.408214452655316,0.391719969801032,0.02182212749904,0.58366830818028,0.386630624515852,0.0651864848222363,0.548182890661863
"01BQ001",0.451250765809481,0.166438453943646,0.332028958809653,0.445059977222924,0.0270900225434089,0.526723452998965,0.444117438567593,0.0838053644010039,0.472077197031406
"01BS001",0.288909958633613,0.172089439178883,0.46123465435332,0.288841332051624,0.0201574333998635,0.689255794621842,0.28685136985091,0.0722890974386269,0.640859532710479
"01BT001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BU002",0.235952709513975,0.181120358994099,0.501018117872021,0.236677975438821,0.0221817889795106,0.741745022382121,0.23689310833617,0.0785181786515896,0.684588713012877
"01BU004",0.150353125632158,0.160697433497864,0.600462785612377,0.156036370858019,0.016012510809732,0.821682185775512,0.150134957040404,0.066197443325228,0.78366759963429
"01BU005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BU006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BU007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BU008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BU009",0.217915298547593,0.168062373025885,0.527759248927437,0.216368358523029,0.0189362426883018,0.769308373476514,0.220166832890828,0.0732624105170214,0.706570756592158
"01BV004",0.130004058224556,0.185340535601729,0.603517246509942,0.125246830315053,0.0165014162404596,0.858424000914189,0.126593275813446,0.061721520864171,0.811685203322325
"01BV005",0.206289899990608,0.113485887753952,0.613145311174724,0.203114436511022,0.0157794762208313,0.77745162662382,0.205343003392339,0.0466933160297884,0.747963680577871
"01BV006",0.159578972029681,0.207806909788272,0.5422653530477,0.157963895769767,0.0228132065711309,0.818596734909696,0.15945386894882,0.0769484623885929,0.763597668662583
"01BV007",0.257150241378042,0.122255814366361,0.551649473233015,0.272847015635046,0.013657317209818,0.710834826477454,0.241601163541406,0.0604341907797308,0.697964645678864
"01BV008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01BV010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01CA003",0.286473786263687,0.1570384886745,0.477483082972934,0.289231120362558,0.019503291713302,0.689721555841835,0.288029638830954,0.0640972191053293,0.647873142063718
"01CA004",0.263895568680933,0.128030529542892,0.549798109799397,0.255861902899696,0.021198999934575,0.72213247548299,0.242901924019289,0.0697088563364989,0.687389219644183
"01CB005",0.147163281706085,0.154320953960933,0.58881020816434,0.154345509624,0.015332566803905,0.831320751881192,0.15651194423716,0.0583970257819832,0.785091029980806
"01CB006",0.190177567532188,0.173286100564677,0.570682068797213,0.176538749142405,0.024006380451705,0.797187632658886,0.182342606673933,0.0801539384926114,0.73750345483347
"01CB007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01CB008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01CB010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01CB012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01CB014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01CB015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01CC004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01CC005",0.275371139965025,0.180595851071535,0.453768503548643,0.27684720008218,0.0391007347138278,0.681157180680974,0.275739830168398,0.123549368171896,0.600710801659708
"01CD005",0.268587395252871,0.174796033688792,0.46365613451121,0.268978129242592,0.0278151768849693,0.702553705252855,0.270054612058857,0.121475381796332,0.608470006144995
"01CE003",0.239737304700427,0.178839503038418,0.502529431277205,0.248633339694354,0.0491853858334982,0.697071262317401,0.237290100023715,0.165995915473509,0.596713984502779
"01CE004",0.411212390308631,0.171379299730282,0.340465166185879,0.421318808269944,0.0521730680886349,0.507878203120092,0.397975924501512,0.211689630464975,0.390334445033516
"01CE005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01DD002",0.192697810158145,0.181415576301939,0.545453110021906,0.189023879835088,0.0286031597205958,0.780090069413213,0.192592781677285,0.0928962032151098,0.714511015107601
"01DD004",0.254950461877005,0.17667002936219,0.489636515253881,0.265350234653871,0.0212442293505779,0.715450790930164,0.251452794003533,0.105166051687886,0.643381154308579
"01DD005",NA,NA,NA,0.176630720007649,0.0421714425515745,0.775246961688229,NA,NA,NA
"01DG003",0.171846914628875,0.203813735092404,0.533395212751331,0.171460837752779,0.0197803683273856,0.807952880779318,0.171446475209892,0.0855573276179323,0.742996197172181
"01DG006",0.421277376698808,0.164776134080212,0.336787819879888,0.399707024756437,0.0429536190105407,0.536020200783804,0.421535092245356,0.183958173404238,0.394506734350406
"01DH002",NA,NA,NA,0.230587922083643,0.0237050172248243,0.739969208389894,NA,NA,NA
"01DH003",0.168830630872681,0.185795497849918,0.552030963552063,0.180409119652565,0.0147667124011133,0.805944002386265,0.171373825237896,0.0742983609098325,0.754327813852261
"01DJ004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01DJ005",0.150480921850138,0.174594670391276,0.580821003392492,0.152441096329956,0.0159156961066267,0.832729096619373,0.152136236481003,0.0634534294970767,0.784410334021876
"01DL001",0.169695575065669,0.191424181984562,0.556015468943817,0.156745742779962,0.0230991102100692,0.817399828275009,0.167420049137861,0.0704460339670816,0.762133916895057
"01DN004",0.229984850877043,0.195370601160067,0.488311110165196,0.229623391015646,0.0221050083307907,0.748933348090506,0.230176420492183,0.0913583234840194,0.67846525602382
"01DN006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01DN008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01DO001",0.19972062896651,0.187526515593181,0.530024317814668,0.203161106926641,0.0158999792971285,0.780896426440178,0.198103381316166,0.0733141669329609,0.728582451750874
"01DP004",0.168795172673489,0.177949820719209,0.564067936826682,0.165014515640664,0.0164532491292129,0.820388386316295,0.170919409728182,0.0746205004038808,0.754460089867765
"01DR001",0.154441984260055,0.203947189635583,0.561445456556409,0.152630812224827,0.0177873962180738,0.833855708489087,0.153130092788464,0.0752761310865136,0.771593776125222
"01EC001",0.341826950085392,0.189439553624357,0.387411951159182,0.338411083696279,0.0422463151180162,0.609948654356591,0.341864927722791,0.161229881122007,0.496905191155211
"01EC002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01ED005",0.506646542278222,0.143616533690539,0.285364585933603,0.455951383736905,0.0433052117046207,0.498402620271064,0.509991764090759,0.160018274447875,0.329989961461348
"01ED007",0.329941062671813,0.18077630198413,0.411339895471793,0.328004267628817,0.0339626082407231,0.637679909402345,0.329335855105009,0.1504009034157,0.520263241479288
"01ED008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01ED009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01ED010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01ED013",0.320259289898998,0.175800914448384,0.436888867570443,0.313570707005,0.0396339650286924,0.641912979419611,0.3139903446972,0.149542443484624,0.536467211818172
"01EE005",0.208886299388376,0.190935661618992,0.505451369379752,0.212289080542344,0.0250929565338984,0.764216383506864,0.214593596197372,0.106396097218972,0.679010306583652
"01EE007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01EF001",0.291239125989718,0.19043991175189,0.437582512540211,0.288980586832664,0.0273524248660295,0.681092778157808,0.290683000876997,0.118730263564745,0.590586735558286
"01EG002",0.292867343081196,0.182362514512111,0.457918534872433,0.292752410794063,0.0205946635805137,0.683747196904327,0.282538440016865,0.108863529697942,0.608598030285215
"01EH003",0.175134575360822,0.216256612879885,0.516825947762419,0.17269229508891,0.0214658386856408,0.801102120006642,0.175179652477248,0.0884749553575742,0.736345392165163
"01EJ001",0.181706917003644,0.190172735463136,0.538519206802726,0.180210361181514,0.0197985731665133,0.80266413901606,0.180512177566884,0.0936235256162242,0.725864296816859
"01EJ002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01EJ004",0.0860583991431148,0.19666146607691,0.621334273765929,0.0855455228994447,0.0106091857403617,0.903911607705143,0.0850203076548991,0.0407134612152711,0.87426623112983
"01EJ006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01EM002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01EN002",0.188669538831743,0.193650355158432,0.530752225202187,0.188977360092117,0.0264105354750905,0.780298803032963,0.189895273929753,0.0885515188901196,0.721553207180174
"01EN003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01EO001",0.178024355144881,0.204918834871802,0.530206646337638,0.17634300357385,0.0173893538887219,0.808740614630347,0.178378111421308,0.0792769097417051,0.742344978837019
"01ER001",0.164925577636512,0.19168424440011,0.550149498027647,0.171022276518109,0.0162153994142488,0.814651422342442,0.165284470974145,0.0636518924946076,0.771063636531234
"01ER002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"01FA001",0.155336108790634,0.207327555739103,0.548216300537743,0.154770307505494,0.0141556249443139,0.833500035314883,0.154431422613285,0.0624082066445698,0.783160370742161
"01FB001",0.215858285956192,0.197982483163973,0.504309937119538,0.215061312786725,0.0128120784145479,0.7797109196075,0.215925304140863,0.0663245356769157,0.717750160182253
"01FB003",0.56484031182237,0.16402204364705,0.217877069027773,0.558661660226912,0.0540247612286541,0.395644844938281,0.562199758357483,0.191824759272498,0.245975482370037
"01FB005",0.275255093754419,0.115667664824339,0.544451904037295,0.297594630211418,0.0132480344944118,0.691191924906426,0.275710688255339,0.0670631861211523,0.657226125623507
"01FB006",0.303644637605659,0.145086156000398,0.479354125335881,0.334389049767222,0.0243264951258806,0.654157075649585,0.297536933967693,0.0981279993003706,0.604335066731934
"01FC001",0.299420738664413,0.120679024141434,0.526464315433006,0.289946269991031,0.00671882659669195,0.711483504057485,0.292983462273119,0.0478647232134688,0.659151814513409
"01FD001",0.254685875498914,0.145353293236545,0.526587367998394,0.247336264284323,0.0128109774504951,0.750683886105035,0.250423999733743,0.0766839280270409,0.672892072239215
"01FF001",0.317371343170915,0.139289463164159,0.467470426701361,0.309328647484303,0.0243658152398534,0.677846010262588,0.319982125878185,0.0941952155132066,0.585822658608603
"01FG001",0.180020097424049,0.168479621309246,0.585344880232946,0.173217698418913,0.0163141505115112,0.810497532561269,0.171588401849834,0.0653480034115703,0.763063594738735
"01FJ002",0.152211631256484,0.195624375945033,0.573198017540144,0.148437439934095,0.0147899696141837,0.837250844173261,0.150196578902387,0.0595032188066033,0.790300202291269
"01FJ006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"02AA001",0.468192037197619,0.155881970975069,0.306746820708442,0.471356538861675,0.0517992953792539,0.482038184282426,0.461987084909214,0.176083938251544,0.361928976839244
"02AA002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"02AB008",0.313828631445087,0.179654332563636,0.409136592413402,0.309474888926162,0.0331251174517744,0.65410371741729,0.316371410974916,0.110230492133541,0.573398096891351
"02AB014",0.376793375536802,0.122919828777679,0.427707882209783,0.322904498674001,0.0242696488445185,0.652309691812293,0.375489011761783,0.0897523288912847,0.534758659346933
"02AB017",0.410092584717722,0.124902553714115,0.406432036432707,0.341539181362993,0.029849692376275,0.625972466843284,0.403070040483259,0.109638231368324,0.487291728148422
"02AB019",0.338180981595913,0.155689901102351,0.445828279463061,0.278997464761002,0.0343004164255351,0.684064495566154,0.328417737913721,0.116280980828954,0.555301281257322
"02AB021",0.420997680541416,0.154782647172286,0.34844511609311,0.394801926883069,0.025941207029373,0.579143904701176,0.425265488540444,0.0881984994881647,0.486536011971391
"02AB022",NA,NA,NA,0.304997846305709,0.0197102256659136,0.677978507678359,NA,NA,NA
"02AB023",0.246717371726919,0.133853094418952,0.485393041358921,0.292027538498007,0.0190498105314949,0.675010664946073,0.281898879488908,0.0826215615079463,0.635479559003219
"02AB024",0.286677823037547,0.0948893211278245,0.456713067832981,0.336588520033901,0.0258180461018116,0.6279314404626,0.355798299761023,0.100200354624743,0.544001345614239
"02AC001",0.442371585933063,0.146128982529418,0.320353575922572,0.492370028770055,0.0363434793271877,0.480159302111986,0.453664433695994,0.125167921522177,0.421167644781823
"02AC002",0.516075067277908,0.15674082187481,0.246045817413822,0.529348795144185,0.0694345924283899,0.396387387960724,0.532327339388398,0.218375919726685,0.249296740884915
"02AD010",0.528623521865301,0.124647163705656,0.29969776044447,0.511852486631843,0.0275830678436285,0.462848761118926,0.515598916617247,0.0905506674632547,0.393850415919497
"02AE001",0.456739812147656,0.118955329526439,0.36905642626804,0.419822284340972,0.0304001379929206,0.546750808955435,0.446482206342491,0.119358038889026,0.434159754768327
"02BA002",0.608512276623948,0.105444515528642,0.236705065059782,0.609965838332233,0.0410284988908902,0.346140349715768,0.604655785732993,0.131992524848902,0.263351689418053
"02BA003",0.436279869935753,0.156997198549908,0.34504370800525,0.442909641728112,0.0298310122593997,0.532372104409689,0.429429757922622,0.120230508120151,0.450339733957225
"02BA005",0.273374410769076,0.155667168407441,0.500353886375229,0.281332392547291,0.0111081060352787,0.7114866114553,0.269467461051105,0.0590781536315442,0.671454385317392
"02BA006",0.46747486276876,0.149502009960501,0.289530975507723,0.477686649992211,0.0459747965603121,0.471343163529237,0.487204914616588,0.166246543132644,0.346548542250763
"02BB002",0.541899723783279,0.10313626232083,0.289118432699115,0.556616148260297,0.0291749019920781,0.406152273808316,0.547511664527082,0.0957696432792806,0.356718692193637
"02BB003",0.465538308505465,0.153771559302212,0.316016641905749,0.465235168316117,0.0346179937819165,0.500829034014629,0.466834865877036,0.111803329053843,0.421361805069226
"02BC005",0.425359909636679,0.140957027912166,0.362264785652502,0.420747991071952,0.0172885823546352,0.565542626351564,0.415345387380777,0.0805265371369306,0.504128075482316
"02BC006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"02BF001",0.42811382328683,0.146002054804853,0.352671170651069,0.427943888996064,0.0190734628229478,0.556476052272105,0.42911026638165,0.0754579781853737,0.495431755432973
"02BF002",0.427357194062791,0.145887223919393,0.350211898367023,0.428159443081103,0.024244132756928,0.551287334753429,0.429033538606146,0.0934179029950295,0.477548558398817
"02BF003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"02BF004",0.25319082410287,0.175119282122973,0.486204154949283,0.256058737538185,0.0252372802821872,0.716520670758473,0.255719386613138,0.0700687586848056,0.674211854702153
"02BF005",0.392364650578402,0.157707364284366,0.375546543949481,0.392628345341349,0.0222576336760548,0.588747990489353,0.389155737429997,0.0837804313050092,0.52706383126471
"02BF006",0.373843229169618,0.163894265521734,0.386395616529957,0.371188104643198,0.0213489996348383,0.610874941684159,0.372074252895447,0.0762925286809493,0.55163321842361
"02BF007",0.350665486974796,0.163677814138851,0.407554399233741,0.353652259109814,0.0173763684860437,0.632571268315288,0.350885756691853,0.0619268960510634,0.587187347257075
"02BF008",0.293796853405817,0.168095797073465,0.455608578168554,0.29526533404197,0.0139433150061897,0.693574374668744,0.292340148166313,0.0527429469214224,0.654916904911936
"02BF009",0.26391635187833,0.152642145639888,0.493633064664306,0.258397833621453,0.0107865412557621,0.732310561534742,0.259354598881763,0.0389051196486826,0.701740281469556
"02CA002",0.330137335984136,0.160850893885634,0.424004611966159,0.324842422044259,0.0203219925089576,0.653400540743898,0.335450928400688,0.0716617672311848,0.592887304368111
"02CB003",0.446296128460598,0.169873695905518,0.312394289772474,0.441961384942286,0.0494144677609299,0.500318811221295,0.442165287899544,0.149059430201798,0.408775281898593
"02CD006",0.403155860169867,0.207901776800055,0.31314108331404,0.403825965926773,0.0874303241613394,0.500575161291362,0.398297503432875,0.240529271234663,0.361173225332463
"02CD007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"02CE007",0.393004721654138,0.112665484323591,0.433640483719223,0.383064661721855,0.0351199213188935,0.582041761510433,0.376704222134673,0.132455828130296,0.490839949735034
"02CE103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"02CF007",0.427976367445344,0.124900173151321,0.388522750678807,0.423114897807727,0.0216637738038808,0.555452180982405,0.423056330772086,0.0722762468821193,0.504667422345849
"02CF008",0.388053164368801,0.139034626400244,0.386651181120543,0.412870151171071,0.0270865058711376,0.56009689124066,0.391060301783058,0.0976201554672143,0.511319542749834
"02CF011",0.582785710989166,0.0780681835785002,0.278979560307469,0.539691735338392,0.0318291895813415,0.427923462614869,0.603765754925761,0.0989681408992427,0.297266104175047
"02CF012",0.352294801420816,0.174085397176544,0.386617620716023,0.346117718146947,0.0444912343664747,0.603806161205981,0.352449767801858,0.141743157671237,0.505807074527062
"02CF100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"02CG003",0.336580471955464,0.124882663687272,0.462117697280295,0.276778614656812,0.0337752490404315,0.688740182995148,0.346360828871623,0.0653497342735602,0.588289436854677
"02DC012",0.537279713161458,0.14434599184324,0.264638344232324,0.51875855569846,0.0363572517526082,0.443808261522979,0.525569463144003,0.131146270130482,0.343284266725514
"02DC013",0.418373003505625,0.108357244485188,0.420100075142243,0.382801187192698,0.0199298435145084,0.602653514714083,0.392630546892035,0.0801383922472871,0.52723106086066
"02DD012",0.464841347363248,0.101079026795113,0.40784816096371,0.413287464618216,0.0199496470676218,0.5695251092417,0.446046484544851,0.0563523179270664,0.497601197528032
"02DD013",0.309846993995393,0.158337179591356,0.455809140880261,0.302709266809722,0.0151490690307245,0.681563485903714,0.304879361084305,0.059777828008127,0.635342810907565
"02DD014",0.261473875788208,0.180671301250706,0.47335322628413,0.256427374987486,0.019272353799279,0.720819906146528,0.255529228308267,0.0674938778192831,0.676976893872443
"02DD015",0.377238285564624,0.154655339743689,0.391231086772674,0.373746649961199,0.0250839146288196,0.597777098617377,0.372986635384542,0.0905411142610304,0.536472250354426
"02EA005",0.414925363353574,0.156080897945995,0.355737729886896,0.415260092587299,0.0337611325094882,0.548232423180516,0.415688045282615,0.0997220967144354,0.484589858002955
