"gauge_id","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
2087,0.485111348687957,0.140296019195479,0.312981999767293,0.499580268889123,0.0263169264446367,0.471300884898883,0.486287274107823,0.0839606153871742,0.429752110505014
2091,0.279013856957905,0.271083549719109,0.355362383447518,0.270491208909376,0.110233350013077,0.592280850800153,0.265215515676973,0.324286649868854,0.410497834454188
2099,0.238852013701296,0.225183599878231,0.437694927599617,0.237049465346353,0.0697045888346479,0.680375001568576,0.230843542013892,0.258191185986572,0.510965271999553
2102,0.127469590616383,0.261956365782528,0.487015527985215,0.122189782398163,0.059100223232142,0.810137287140835,0.120064809347546,0.292372424794265,0.587562765858207
2104,0.539649583978326,0.148454219095815,0.252217153800705,0.539465252162875,0.0497709246869801,0.402825379799371,0.532855503697795,0.190611031620226,0.27653346468199
2105,0.627476097674608,0.111644198928974,0.221350327152609,0.62594953759793,0.0302980233507238,0.342930506988516,0.624594986565095,0.0924195656973717,0.282985447737541
2106,0.0994677041503607,0.255437256362694,0.529448119797609,0.099272914259722,0.0530871669317753,0.83506461412555,0.0998288377641497,0.17436415932179,0.72580700291408
2109,0.766620542120628,0.0578739787523688,0.149109471757858,0.767480592294685,0.00833915557315372,0.22204963088518,0.764402978967425,0.0273629118457848,0.208234109186795
2110,0.568157809940841,0.128534005748685,0.252000420100708,0.565576029021085,0.0337067624134457,0.392676513283753,0.561388146815412,0.127864162501738,0.31074769068286
2112,0.0827765962132805,0.202907267429707,0.610202432672137,0.0824055708984097,0.0148869628598992,0.903257406318249,0.0810610291360033,0.0665920517091139,0.852346919154903
2113,NA,NA,NA,NA,NA,NA,NA,NA,NA
2116,NA,NA,NA,NA,NA,NA,NA,NA,NA
2117,0.655351810331964,0.119011308801451,0.190326253809263,0.655338185177354,0.0316026018144065,0.308440245474545,0.655203411129004,0.0937037654754413,0.251092823395562
2119,0.1347142498368,0.28045868084341,0.466808926138389,0.127708908435894,0.0760056474766901,0.781547084479402,0.127526557973157,0.249831946216384,0.622641495810477
2122,0.112945694700685,0.255627814406169,0.519020422673423,0.113061621976784,0.058896044430001,0.815171048686734,0.114065949375002,0.180128843562039,0.705805207062978
2125,0.134857652595628,0.36821500048904,0.35452445592981,0.127532703140798,0.154373901132809,0.681371377905993,0.121720517763834,0.561646870546409,0.316632611689775
2126,0.0702785420188711,0.239834932218798,0.571830490498504,0.0694169201870031,0.0329633946567946,0.889809170160702,0.0702471540268604,0.144052711260427,0.785700134712733
2130,NA,NA,NA,NA,NA,NA,NA,NA,NA
2132,0.0554573244115484,0.242072985798331,0.587648693753622,0.0537759599756688,0.0338085868310963,0.904921077263509,0.0537605976996178,0.136868720589502,0.809370681710901
2135,0.678753513810532,0.0936608563305703,0.191125369232241,0.674273214595851,0.026325236041991,0.293891927086236,0.669820714375395,0.0885683843352307,0.241610901289381
2139,0.0964128696321414,0.258603084686822,0.536072383773619,0.092713193605676,0.0609474188280748,0.836445693643462,0.090975592407441,0.183731545252825,0.725292862339753
2141,0.677990069011069,0.099654870480366,0.182633416737637,0.684159030314996,0.0350728818694012,0.275103309953931,0.681606770062201,0.099885926809092,0.218507303128714
2143,0.377566115372411,0.27405711114744,0.259930084870149,0.369378903618141,0.136916291538124,0.457782373260072,0.364944327601944,0.363716738307743,0.271338934090326
2150,0.565634918396792,0.134690450754861,0.246012706456017,0.573199927816102,0.0463818017604678,0.378051401905385,0.567544024696792,0.137968248833037,0.29448772647018
2151,0.414791427014096,0.159993919089494,0.361028357774739,0.410125544909559,0.0343951202868059,0.551655086194907,0.404854724653832,0.128063142155889,0.467082133190291
2152,0.651828696369722,0.107725204329564,0.2005042999046,0.650051731565463,0.0311370746881099,0.312301976612974,0.646816736559718,0.109593963458019,0.243589299982271
2155,0.0445856085989921,0.24405298909524,0.5963148678004,0.0429127277171668,0.033297377019751,0.918014864424562,0.0420897333513002,0.120112087616317,0.837798179032403
2157,0.052254454938462,0.527063103129048,0.298433565718176,0.0545822048406346,0.330365891099658,0.579166083257866,0.0506263590929363,0.641391642226683,0.307981998680399
2159,0.072113994601122,0.253378775594499,0.560976661723726,0.0679740026938219,0.0444904235322576,0.876246127714831,0.0665178142818207,0.162852671341583,0.770629514376616
2160,0.221816148290984,0.209740179447115,0.481170008912631,0.217781560097708,0.0385242248073389,0.737239681310986,0.215242809941106,0.133531513121455,0.651225676937456
2161,0.828595572064491,0.0507310831675456,0.0976219484279335,0.83197551974352,0.00938653396940812,0.158448410873938,0.831781110020529,0.0312527042419192,0.136966185737555
2167,0.109979525737766,0.288687228561163,0.495766504514132,0.10648393098659,0.0714804736646402,0.811185934635821,0.107500131063923,0.247331283507784,0.645168585428312
2170,0.269798843936426,0.20938488981785,0.442158032364918,0.266209872533777,0.0504061602815094,0.672313463593174,0.262717763827467,0.138902969821076,0.598379266351473
2174,0.256092057335219,0.243564038670721,0.401600019402466,0.252779111646793,0.0928302352425246,0.632924550517446,0.250621093131416,0.208031470065081,0.541347436803519
2176,0.0419190880545625,0.216569298983671,0.631317598858783,0.0410753752395713,0.0154054763405811,0.944077798487441,0.0403461214104258,0.0691312457094295,0.890522632880165
2179,0.079625474718656,0.23548422794411,0.576003452457569,0.0758629335328982,0.0278081055242241,0.887919185211844,0.0749482717081045,0.103108028499354,0.821943699792561
2181,0.0527769879319607,0.219829877245298,0.615550237654482,0.0514766793781095,0.018888616201639,0.928450261840602,0.0507504183869241,0.0842539553015662,0.86499562631153
2185,0.600299975125693,0.119822252868472,0.225615008708152,0.609174362725932,0.0343243715370622,0.354681242135701,0.604887079093136,0.123461796950953,0.271651123955919
2187,0.128013465721886,0.226249126463786,0.544026244958024,0.126409637226334,0.0488707801245256,0.818436765986489,0.123534138090032,0.147062262323776,0.729403599586211
2199,0.18621960861872,0.225904364370702,0.48541103232407,0.18993953916491,0.0485082291930601,0.749812513027049,0.190206951906784,0.168458484455745,0.641334563637488
2200,0.768442153038734,0.062616787101687,0.14120735787283,0.771062718450977,0.0112829965820538,0.215741327240118,0.769737227055013,0.0329421649299257,0.197320608015066
2202,0.0855398007318259,0.25098708740768,0.550360793501181,0.0849296125014223,0.0433682361883286,0.862192701203337,0.0850872844232057,0.148070136213377,0.766842579363436
2203,0.360675424518204,0.20729494179218,0.361186101842546,0.356862779305502,0.0624507460294361,0.568894501955851,0.351387564460061,0.190532856037322,0.458079579502631
2205,0.283405937895831,0.240585063655583,0.387465148447138,0.274883798290392,0.0817803431133172,0.625090542305684,0.269620846136008,0.268891397491589,0.461487756372418
2206,0.110110522099582,0.201562866399701,0.539743785691709,0.0808037752654101,0.0782069463275063,0.833167207513447,0.121868069618917,0.185731560902277,0.692400369478904
2210,0.13630482008419,0.234394798905556,0.521805321408363,0.138590387772299,0.045075280115091,0.805907312201442,0.140607093592,0.1567669831888,0.702625923219219
2215,0.109733865982683,0.265494475440063,0.49750476830948,0.103633226433563,0.0611914360925645,0.821519790793863,0.103982385748898,0.208669671296143,0.687347942954978
2217,NA,NA,NA,NA,NA,NA,NA,NA,NA
2219,0.78169438009311,0.0583628947680241,0.134367590149956,0.782106754672611,0.0103009301924969,0.207069963889105,0.782537642895278,0.030353608883475,0.187108748221252
2232,0.506180742794624,0.128997472918972,0.315344598186867,0.504577235541047,0.0250916620241094,0.470713566191405,0.498506306970338,0.103067612371159,0.398426080658514
2239,0.493186265296179,0.192297782238753,0.270056961675136,0.488008156076884,0.0377897756365126,0.471891510335011,0.484137675929385,0.111059977891777,0.404802346178849
2243,0.219656559290168,0.23214032473402,0.447469380973296,0.217581771315444,0.0705354016203755,0.698028716982396,0.211328347726687,0.259723015699869,0.528948636573461
2244,0.599110219827374,0.10302543842826,0.245130134168649,0.577746075264423,0.0240664907080177,0.396392830374518,0.596296264667538,0.0904264437031043,0.313277291629511
2247,0.115720191411999,0.224521211902209,0.555489405259395,0.117945393300453,0.0346540571107636,0.840897490142263,0.119953469021851,0.121901671043299,0.75814485993487
2251,0.124551025312796,0.208335576360632,0.571948454585263,0.122580023761628,0.0134079580452103,0.862996663868039,0.121873699498101,0.0570854893831679,0.82104081111873
2252,0.0661569549637282,0.217091774476559,0.613848634108281,0.0653734972266048,0.0109770711169853,0.922186172280315,0.064664887101284,0.0434365493578943,0.89189856354082
2256,0.741031531884283,0.0685849563495428,0.161634770750738,0.744127984603833,0.0109938349351368,0.242340430314001,0.739356237076291,0.0382457616529148,0.2223980012708
2262,0.689033424074754,0.0762715289664626,0.201357821216771,0.690922240832225,0.0113827438591933,0.296516040166786,0.687687984433528,0.0370606071724506,0.275251408394028
2263,0.676504428274174,0.100973355879245,0.182938427780417,0.684028039757057,0.0290601532913297,0.284472024639602,0.682918620899869,0.0854206191769696,0.231660759923168
2265,0.54437045026926,0.118277443875682,0.287541021018264,0.553966812759797,0.0243488118950594,0.419675290783665,0.550596280544861,0.084080019060348,0.3653237003948
2268,0.808834322354925,0.0522940141520689,0.110721671756097,0.813824704727168,0.00711737225197225,0.178051367970982,0.815004665266877,0.0281469236737507,0.156848411059374
2269,0.775733953125056,0.0604612686196499,0.128958513316817,0.785882640363024,0.00760250514811554,0.205692549483853,0.785578018015788,0.0294376847512644,0.184984297232953
2270,0.116201660206449,0.23558822865657,0.537220317870203,0.118330118142626,0.044784230259635,0.827078531091659,0.120672992680656,0.151381544076508,0.72794546324287
2276,0.467811626050431,0.142051740143636,0.333108544969932,0.469797342378003,0.0266807715125856,0.502275761391739,0.461647339632949,0.09701766823789,0.441334992129173
2282,0.0672850872121295,0.239397756983993,0.584235122275929,0.0643049216882761,0.0276123056801991,0.904556517070812,0.0637167142188739,0.113836355216251,0.822446930564896
2283,0.0613173617793817,0.230528201047546,0.594992025960311,0.0597325621127468,0.0232712621373157,0.914766560739556,0.0593366146959948,0.0874884384603101,0.853174946843716
2288,0.514291912363789,0.233585266452808,0.183649791574306,0.504907524300492,0.12673300053023,0.335820673444991,0.501467347569973,0.336906017802412,0.161626634627625
2289,0.258771476604906,0.276868647180652,0.366390852802607,0.250469935436331,0.111027649887161,0.611291173386598,0.245360902038171,0.328819191395918,0.425819906565927
2290,0.0935346621340072,0.227652956407381,0.573862345142772,0.0924320082089415,0.0246998648475354,0.878310125932133,0.0955557518415754,0.0867211282528022,0.817723119905642
2299,0.718976110789144,0.0754559208485385,0.173376299763325,0.720026973288588,0.00888556102169445,0.270609608421066,0.719750443571467,0.0299372198083797,0.25031233662016
2300,0.148115366818439,0.192721922110496,0.56500640431409,0.147569642517146,0.0117871791712465,0.841535678443181,0.1451998198225,0.059886521315729,0.79491365886179
2303,0.0622932762166524,0.216874804844905,0.612594290386145,0.0609521343223548,0.0197389281507525,0.919025661252716,0.0604471592864343,0.085843822678447,0.853709018035139
2304,0.600782575168533,0.150126854309681,0.200586471801922,0.604634720971657,0.0533425516449829,0.340026425083172,0.603768440784077,0.141022867029392,0.25520869218654
2305,0.0377909077222447,0.222568566801197,0.627088777426197,0.0350662553689629,0.0179117185870985,0.945855811021159,0.0359014737679829,0.070941459966982,0.893157066264538
2307,0.159927352261018,0.247935292359686,0.487191721343199,0.159312963391491,0.0536767857021669,0.775988707321408,0.162403474769334,0.173324545951345,0.664271979279339
2308,0.0332741298858956,0.230882127862795,0.617190104946111,0.0321144707149572,0.0267475065309609,0.931388388979355,0.0322836819783236,0.0981830623462292,0.869533255675468
2309,0.0517087078336353,0.507324366121552,0.344247373267928,0.0480174705024986,0.331355337141182,0.580582336619201,0.0470536724827542,0.585810599048458,0.367135728468807
2312,0.0464951188739572,0.233783016946177,0.602534729183424,0.0458984334985743,0.0206450165306913,0.928281865260362,0.045945432956306,0.0911933162770596,0.862861250766655
2319,0.57371305327932,0.118466377120044,0.259891679462027,0.577748234803285,0.0225435108136258,0.397668140766663,0.573780489057864,0.0710421429006744,0.355177368041471
2321,0.0978863060141227,0.258952116724829,0.539718077455402,0.095447598604682,0.0550528118636505,0.843484013305581,0.0962067449667828,0.188422568240194,0.715370686793042
2327,0.720832273636803,0.078243714239477,0.167824473099987,0.728148317335457,0.0174720779754564,0.252417982581604,0.724699559414076,0.068461786835023,0.206838653750907
2342,0.420075915000886,0.191956914004808,0.315091441454103,0.423816390027315,0.0509313613097867,0.518697505529272,0.422840413742234,0.149038400670908,0.42812118558687
2343,0.0654566155144736,0.303299385192969,0.509651995086287,0.0656908863164648,0.103580065637337,0.808702071721938,0.067296681762361,0.246371539728159,0.6863317785095
2346,0.784120600116776,0.0589034658932729,0.127385549655116,0.788529559763807,0.0119871867881161,0.19855451862986,0.787946917120659,0.0370883838645707,0.174964699014775
2347,0.153117772256403,0.210616932069967,0.547315967759279,0.15386845708641,0.0170778345808404,0.826438602390857,0.150552916419248,0.0617106699743888,0.787736413606381
2349,0.0627418551676638,0.217822805169352,0.616471764449214,0.0600037533570669,0.0209435688257178,0.916111031709991,0.0626085844735602,0.0822161374370051,0.855175278089607
2351,0.600964159016822,0.11915980066565,0.223962609435138,0.601563873472773,0.0299233783781508,0.364447568707678,0.601332853984892,0.0853061809419495,0.313360965073167
2352,0.370390775748917,0.186727043430501,0.363683984622764,0.368444041709695,0.0537615912092324,0.566415876903347,0.365076409283986,0.156378938986861,0.478544651729166
2355,0.702398276090329,0.0870725272359174,0.174408717759846,0.709246336505489,0.0231034405854563,0.264342799539187,0.706665021525852,0.0864723319408884,0.206862646533265
2356,0.251941409818366,0.176966671275656,0.480717435299185,0.260893139203396,0.0171831304904395,0.720621979636152,0.251797743086693,0.0612942351719169,0.686908021741406
2364,0.170452035126644,0.24521390770897,0.466717702879239,0.176749266932296,0.0759343739187049,0.736437019360326,0.174704101951839,0.216530642685367,0.608765255362811
2366,0.477748276573311,0.167012158023893,0.298304012281725,0.472614241572935,0.0453080920810355,0.478527984133829,0.470328061337265,0.145275757513988,0.384396181148758
2368,0.0654238539186576,0.217016376870413,0.612263366899891,0.0674555095943983,0.018144827229317,0.914210106997413,0.0663364363764515,0.0763345759842355,0.857328987639351
2369,0.116975722560503,0.23877060299754,0.536234752914881,0.117713241750841,0.0541177072419848,0.818925434154622,0.119163526824139,0.144226083201366,0.736610389974514
2370,0.132727110890837,0.232773357826404,0.526197165516445,0.135308622813624,0.0451441835060605,0.809823356314879,0.1371891184501,0.152757516946074,0.710053364603844
2371,0.143591335040304,0.229889614981124,0.534151021899692,0.1421514527413,0.0333854896952642,0.819422810592232,0.146915808472461,0.125160631369918,0.727923560157639
2372,0.442058215881955,0.150557946686112,0.33154520752765,0.448037558357778,0.037720041628345,0.506657508368036,0.438735654980027,0.135614182483822,0.425650162536163
2374,0.0427577036519452,0.217091962005603,0.630163501076954,0.0420147048679607,0.0137653404160511,0.94547850450765,0.0421933448307782,0.0705573972280566,0.887249257941186
2378,0.14624256786327,0.237401285492893,0.518029831944589,0.146510842527353,0.0440027903092444,0.800186563680712,0.148745139102727,0.143540269541482,0.70771459135581
2386,0.0671344875155953,0.241343126450245,0.573996488475614,0.0659230021164314,0.0364074762724471,0.891333613760961,0.0667140770946276,0.142133507944096,0.791152414961296
2387,0.375169575770777,0.175008877515877,0.363773757253745,0.382863130292766,0.0496975731442304,0.56242319024156,0.378553793409633,0.143690284376412,0.477755922213968
2392,NA,NA,NA,NA,NA,NA,NA,NA,NA
2403,0.392233153634152,0.151250549106962,0.39303324061662,0.399636229468074,0.027797898863936,0.571602011509007,0.39435120198465,0.101368733335078,0.504280064680285
2409,0.108216025868221,0.209944642370104,0.581329049147687,0.105380312989868,0.0141482378015364,0.880301233721133,0.104013601061502,0.070014447102912,0.825971951835606
2410,0.388253919333953,0.216464301698091,0.326590081680146,0.394762274745737,0.0745834749737126,0.515705052632748,0.380158356288716,0.198610782106149,0.421230861605148
2412,0.0679760735336557,0.237373916243214,0.585837933107631,0.0685076995005343,0.0366257662732879,0.888580902493492,0.0689939581554377,0.107462317205935,0.823543724638648
2414,0.0543610788583308,0.222086153344329,0.609598061803383,0.0537875865266475,0.0163132895587613,0.929441214946656,0.0540670163710868,0.0852749738646617,0.860658009764272
2415,0.0525740024604568,0.300142815840891,0.523223555700845,0.0502398188341252,0.0909224222245004,0.841462941209145,0.0511350084934746,0.287512175776644,0.661352815729902
2416,0.102443974899728,0.359025241459186,0.39294943251006,0.0968629533137805,0.133058318246254,0.741295904112089,0.0995478979435759,0.49212572451468,0.408326377541762
2417,0.122830704996606,0.422108596864627,0.316960486046681,0.107875016263121,0.203517062239835,0.641263219159816,0.106668293537656,0.627231958982113,0.266099747480248
2418,0.088785924500049,0.203532230742181,0.596383119093817,0.0980823501769262,0.0368115110761781,0.862005480689914,0.096251979647301,0.150963450379174,0.752784569973545
2419,0.716539330693041,0.0823390409033791,0.165156879941096,0.727022970412033,0.0196093256670226,0.251296345372416,0.721191010661021,0.0568172110516815,0.221991778287303
2420,0.301698691720978,0.192107833580539,0.427642773905201,0.303488831661203,0.0407333444133691,0.652819563371893,0.298181172830998,0.125335557677296,0.576483269491721
2426,0.298644304895666,0.18101280376632,0.432315963667532,0.306163529635904,0.030178027562754,0.664499951650779,0.295096674956362,0.127993386813994,0.576909938229659
2430,0.552357636308171,0.124124769317462,0.275349098781337,0.561906743253263,0.0168518971416632,0.419660337989675,0.553657828739542,0.0503787657439114,0.395963405516556
2432,0.159591640200277,0.235471000481656,0.499036105277294,0.160990728536144,0.0513046851131305,0.774534458053542,0.162465920957316,0.165604475563234,0.671929603479468
2433,0.198520515867415,0.230532085579903,0.477925548106337,0.196703037078202,0.0475234145123025,0.746109840713291,0.199150544559749,0.151045832020678,0.64980362341959
2434,0.119089486907732,0.250025664595373,0.523129338363571,0.120726438295346,0.0518163183138267,0.819862744455675,0.121468575429833,0.156807038972379,0.721724385597806
2436,0.0991842113628588,0.201577193429555,0.597185737401316,0.0979242469500831,0.0124114186562823,0.888168296793996,0.0961282219373898,0.0589103557488293,0.8449614223138
2437,0.0773887045618463,0.211444264633463,0.608061420914418,0.0788253189668784,0.017396324619932,0.903431853665088,0.079492848922047,0.0616747185534976,0.858832432524475
2446,0.107740543242416,0.261970226603478,0.517819182931938,0.108425661717824,0.073006215262885,0.803732114402532,0.108751437073623,0.203370332253444,0.687878230672945
2447,0.116612603573387,0.283925501533236,0.484732727264324,0.119192199889998,0.101972753452905,0.756955325877327,0.119265580153387,0.241197428270674,0.639536991575939
2450,0.0568402652873679,0.278072443724624,0.546209227516388,0.0558988640930007,0.0674453392150065,0.86451921641294,0.0566195567213985,0.190118172897264,0.753262270381358
2457,0.822847147474232,0.0491580589597466,0.104061804819563,0.827013833297946,0.0143957808659525,0.158235818518821,0.822589146905448,0.0483879488114821,0.129022904283071
2458,0.111603678039548,0.211359097298134,0.573847229874154,0.11523716911199,0.0280150712400052,0.854167692064962,0.115524180515397,0.094345860828932,0.79012995865569
2461,0.0868244718512098,0.236527156608505,0.575465304261098,0.0865275515979544,0.0383528163186389,0.875294272134851,0.0860849135544024,0.147134085448265,0.766781000997352
2462,0.767346832662454,0.0654794312484055,0.143242595800189,0.768216886963042,0.0237363241422476,0.207027166380036,0.764984811871723,0.0617318350340853,0.173283353094192
2463,0.0724708593152636,0.322387460653045,0.49610767053157,0.0702588424030937,0.1248802360533,0.782606434980245,0.0720591345351163,0.266228891028866,0.661711974436037
2467,NA,NA,NA,NA,NA,NA,NA,NA,NA
2468,0.051348989988725,0.20914043517075,0.629435946276166,0.0507597975223027,0.0123918353692361,0.93702103363743,0.0500975511585803,0.0612291158978884,0.888673332943552
2469,0.638455038917221,0.0950466388363752,0.226368718177475,0.636974344454045,0.0180390986911942,0.340925657507884,0.633048234287388,0.0629734338430196,0.3039783318696
2471,0.0800651957602043,0.294320648630861,0.509208140068667,0.0820263234828115,0.100395456642663,0.805266670062278,0.0843364780755936,0.217506617114438,0.698156904809987
2473,0.542769165805845,0.146634916801136,0.254232205102934,0.547482664953083,0.0532931540901916,0.390566838438261,0.540634008501737,0.136195918345633,0.32317007315264
2474,0.164563900171392,0.192090033007612,0.541048291167661,0.178875323839033,0.0274542310881926,0.795057283982374,0.171220419598735,0.0909217225104729,0.737857857890795
2475,0.0479328697864042,0.215915342004365,0.622977302392267,0.0509595903637653,0.0118481573629847,0.93839240566127,0.0490184779405336,0.0542236929161152,0.896757829143352
2477,0.0573141868625798,0.267582128803671,0.561403354454922,0.0524283402150296,0.056409808600198,0.88541671837129,0.0515094111781209,0.239961448619181,0.708529140202688
2478,0.108918278357712,0.250975100952705,0.534037106318943,0.106818880149453,0.0446155042858273,0.83495102698002,0.104842017932881,0.166507892438359,0.728650089628759
2480,0.120757394169509,0.233077392128723,0.543805609836468,0.121181730097901,0.0381449916423812,0.834029653292694,0.124069680713507,0.116672998384057,0.759257320902455
2481,0.641927783227811,0.0886885918809424,0.22792602759077,0.645818412985185,0.0148500744879609,0.337250666368743,0.641072106341757,0.0654084068528042,0.293519486805446
2485,0.115774573718365,0.238251122305175,0.54266917344104,0.113784703638941,0.0454373845463789,0.829163346750069,0.113614115525298,0.147495254525445,0.738890629949255
2486,0.0794981160306791,0.229472686554366,0.590617200745396,0.0767329366295838,0.028110082165992,0.892238396055299,0.0773441778778429,0.0966721926193308,0.825983629502824
2487,0.101389474374562,0.213082382124138,0.582862450395884,0.0993500398266631,0.019435538240051,0.87868615054654,0.0973943693502046,0.0858250032959761,0.816780627353832
2488,0.126229824538767,0.2370115942317,0.531047269551046,0.126073113272008,0.0533688834431463,0.822163351699919,0.124196168053228,0.186480285064332,0.689323546882441
2490,0.150949158147761,0.213728793010001,0.542997237240215,0.148903362460025,0.0348685319480375,0.806479060316363,0.150043703556787,0.117189978311237,0.732766318131973
2491,0.590067860624407,0.123348921222053,0.23806551363409,0.5927298036323,0.0294909468183856,0.365088676851452,0.586639284283079,0.114983523696538,0.298377192020377
2493,0.183119339575225,0.233896410194282,0.481364478890538,0.187680819767045,0.0616565976514284,0.73373677908406,0.183635188470674,0.207566649563495,0.608798161965849
2494,0.194794544774452,0.232940235957241,0.463455111908627,0.20646333392058,0.0679685088747544,0.718685501781568,0.205965972821272,0.171271949288843,0.622762077889954
2497,0.0540567687608776,0.254637942703019,0.57963718246429,0.0545885135676413,0.0482873254842405,0.886162289766983,0.0549001607519407,0.1459386400962,0.799161199151864
2498,0.386855673610344,0.179355361680616,0.364092989005748,0.394965007284287,0.0576751026329753,0.540648488077519,0.384027740784397,0.128368734430571,0.487603524785038
2500,0.0516968314702523,0.338240709382245,0.485171461692496,0.0508648807516854,0.139298654373281,0.764969082306022,0.0497265051719595,0.353557501904091,0.596715992923951
2602,0.484285497617519,0.148877841114457,0.299931856107422,0.492991376918878,0.0482442589028882,0.452284075875871,0.483347403424484,0.124645475600589,0.392007120974938
2603,0.0610700601430177,0.226537227052032,0.606968128902055,0.0594166124408595,0.0263428468392571,0.907092160143344,0.058562948444561,0.117086412420767,0.824350639134609
2604,0.0417684334716715,0.210357606223248,0.644734603197874,0.0409402665835811,0.0124971128082044,0.945085942859543,0.041050707547205,0.0651952551452271,0.893754037307552
2605,0.145675423460688,0.202511664967013,0.568578248970652,0.145057845503641,0.0206045919420447,0.83425247565329,0.140903332319834,0.0754551152270574,0.783641552453107
2606,0.229727849569249,0.236918744128527,0.423649008660267,0.228026984057558,0.0855535747816927,0.665703924358129,0.226475185673335,0.182675293661546,0.590849520665136
2607,0.636366789000073,0.0906238911674023,0.240020981148184,0.64399031040325,0.0152933277362687,0.337859797942898,0.630131444747416,0.0588645412956002,0.31100401395698
2608,0.0298353812500576,0.219293607414582,0.634433943035115,0.0290755088508017,0.0199242048055931,0.947428606339044,0.0286158574600277,0.0761284602004202,0.895255682339344
2609,0.0670369478705687,0.213259286802045,0.618880831993115,0.0648783189686252,0.0188040239791094,0.912564606326807,0.0643595954409078,0.0696321289602301,0.866008275598873
2610,0.0585345641221733,0.240748807617547,0.596654601286023,0.0553222512922759,0.0360910723379967,0.893915733198015,0.0544155448844003,0.113922965749885,0.831661489365719
