"grdc_no","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
2106100,0.468008047968802,0.18029319158503,0.308609436521049,0.436643308271175,0.0623077105340836,0.483695006314116,0.4288564728584,0.243418051386873,0.327725475754738
2124010,NA,NA,NA,0.0821222011698364,0.00493995278118468,0.914768626509633,NA,NA,NA
2124050,0.0786711239517598,0.193584782756006,0.663712081255408,0.0552778194006355,0.0141268607988026,0.931386019078031,0.0553765055909858,0.0502055197372249,0.89441797467179
2124100,0.0522410569473248,0.184798827174579,0.656998494711472,0.0544193195881809,0.00317775092109981,0.943156569277308,0.051553045017449,0.0139947519438859,0.934452203038657
2124150,0.0703254696446775,0.160276596795215,0.770091231516979,0.070832852922405,0.00348440160996086,0.925748164200199,0.0661293943259253,0.0138414204818856,0.920029185192215
2124200,0.102451209028032,0.141740783160677,0.715076806869483,0.0638469304333624,0.00758330978819701,0.925787926820461,0.0855249385211764,0.0192993834126161,0.895175678066209
2124250,0.0483177196344197,0.19084875482705,0.656546201556237,0.0495540042115415,0.00426974464984613,0.945203629465596,0.0471687913968444,0.0145791223391641,0.938252086263992
2124300,0.0634172522687291,0.189120981299519,0.659237317297777,0.0572341669824572,0.00615336504488163,0.93613440195373,0.0539449210740789,0.0255338530451874,0.920521225880727
2124800,0.021617834433649,0.123039688847497,0.623398545836746,0.0550466227160667,0.00454223696052332,0.935310222545599,0.0552622882124874,0.027390406584216,0.917347305203288
2124900,NA,NA,NA,0.0671870326015511,0.00388983382731835,0.926981370337702,NA,NA,NA
2151100,0.798145663276988,0.0526471689811071,0.142512757874039,0.754655430910045,0.0434180171587449,0.191929272256304,0.777708938164617,0.0825021800671169,0.139788881768259
2178200,0.288451778860579,0.0983792928571015,0.566145934495932,0.257057455382598,0.0249078351635703,0.711151459734359,0.265151192329887,0.070551860849424,0.664296946820692
2178951,0.106698826130257,0.180266966376384,0.61593580445702,0.112669114012152,0.0185606092593602,0.863012426506628,0.116411884609818,0.0692927943611378,0.814295321029038
2178960,0.138118007646288,0.172776007191925,0.590184980399129,0.112415597592543,0.016854415244425,0.866535949638402,0.12509418728568,0.0567183926195362,0.818187420094785
2180400,0.39190951329081,0.235077258243377,0.295782093814792,0.385901924665073,0.100485590767174,0.501964473538851,0.384450891660499,0.246271530407473,0.36927757793204
2180600,NA,NA,NA,NA,NA,NA,NA,NA,NA
2180711,0.587060199013057,0.207406950768497,0.186992673460104,0.558173425892676,0.0893235449732346,0.351435090866382,0.54814423734832,0.222906337677078,0.228949424974612
2180712,0.235131627735044,0.513755790525717,0.132816727159633,0.231741446340998,0.417118080265447,0.28301410350881,0.222025556285849,0.721332085973884,0.0566423577402949
2181100,0.104814314972527,0.199653530514526,0.614613259476879,0.101940466768676,0.014023778920109,0.883331258513965,0.097038578247014,0.0516645050434469,0.851296916709559
2181200,NA,NA,NA,0.76685680400816,0.0170505193249891,0.220176619856031,NA,NA,NA
2181300,0.689699201410855,0.0998369580072623,0.151140920655884,0.708908519538647,0.0358899018209931,0.250503434656861,0.711904287240528,0.112572737238184,0.175522975521294
2181500,0.664076997820259,0.150315194773744,0.176840028569033,0.618486300230183,0.0631794480420767,0.310653666788473,0.612837342704726,0.172769451661249,0.214393205634033
2182050,0.488134065596761,0.115384603419033,0.307918890679823,0.516382446360284,0.0327826984773176,0.450866644459375,0.514064709592255,0.109884079045884,0.376051211361871
2182150,0.194317723312465,0.186615536208122,0.537289272353663,0.187514810506652,0.0270212796141469,0.76869791180015,0.187414061512639,0.103814807484565,0.708771131002814
2182250,0.167098997299713,0.231183657937293,0.512056741719348,0.161170301687604,0.0383761354744587,0.800068939179436,0.15310820195775,0.123201314873784,0.723690483168467
2217100,0.590729580766476,0.158752234527427,0.172101666474683,0.597088992778333,0.0821420474915731,0.306175384663582,0.606610378965033,0.20067935844963,0.192710262585324
2217101,0.669859340425548,0.164477856950042,0.148323941473842,0.6489340413053,0.0704847934989376,0.271644287247626,0.637355477021659,0.19291591657352,0.169728606404821
2217102,0.560158634344827,0.15754394000792,0.171303112107998,NA,NA,NA,0.630214203083416,0.228507847774357,0.141277949142235
2217103,0.672797697768462,0.0948463554569125,0.141191733704283,0.700446977541431,0.0598981923382248,0.20319729417842,0.722027146144592,0.14913379058502,0.12883906327039
2217104,NA,NA,NA,NA,NA,NA,NA,NA,NA
2217110,0.611779566335449,0.128243189175256,0.144614124690853,0.645317499477018,0.0877693109774713,0.232368048049365,0.668499731530296,0.198164510930758,0.133335757538948
2217120,0.723223676053765,0.139622146567213,0.124711900504861,0.695136600361192,0.052701320947678,0.239759224073583,0.696710875559826,0.157050309621958,0.146238814818207
2217130,0.705709711299614,0.119610580564314,0.127413351936854,0.698269467178116,0.0590841266734091,0.236827587303186,0.704990347988194,0.130434289735409,0.164575362276399
2217200,0.775250934775787,0.0793802200406532,0.104928541563434,0.789695132353256,0.0389618065460589,0.174229700148617,0.781273900829252,0.0990815609674543,0.119644538203294
2217201,NA,NA,NA,NA,NA,NA,NA,NA,NA
2217210,NA,NA,NA,NA,NA,NA,NA,NA,NA
