"sta_code_h3","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
"E520571001",0.214142852053267,0.174932962893828,0.519360076133897,0.191317240235651,0.0322192174284196,0.770795632000471,0.218288067471614,0.0651923822602345,0.716519550268141
"E530021001",0.225523955334989,0.191827821771831,0.487972023115278,0.213264505225601,0.0415930236874725,0.734895598489038,0.230124391745088,0.0994064165528265,0.670469191702064
"E540031001",0.228903432006313,0.557485923734609,0.123004527544136,0.229880570166429,0.438761009617822,0.25086609444737,0.231527578121716,0.636122321357106,0.132350100521191
"E540651001",0.221659148052137,0.521898651723111,0.146769047349208,0.200041768766782,0.467252974852514,0.251057057162749,0.238028404728585,0.601641484815556,0.160330110455857
"E550572001",0.175390844405163,0.654248644404424,0.0844512326279316,0.154138808213751,0.583969958905107,0.175146007824139,0.176413781684402,0.744244595805509,0.0793416225100759
"E639701001",0.165071880658134,0.680396236893356,0.0501905651677606,0.179743954382817,0.582126470479093,0.186884451234908,0.200705058264221,0.767575010826808,0.0317199309089683
"E645651001",0.15592407092775,0.720911681097118,0.0585952026114827,0.135133422192623,0.637975979617314,0.149198138139228,0.142440476486799,0.808632234210996,0.0489272893022009
"F352000201",0.410811730261118,0.29198144052881,0.195566238805999,0.345784428823717,0.248351864480968,0.396309202549177,0.44022693186328,0.324471230305091,0.235301837831628
"F415000101",0.187965972048821,0.296623854479253,0.377727677083196,0.19987350837915,0.0882705849165768,0.696519118707224,0.211719457357877,0.254840197176553,0.533440345465697
"F416000201",0.257598344500373,0.233756818410371,0.431274648805626,0.228861080427016,0.0963149561787008,0.662633942986089,0.248016331036086,0.194470139815129,0.557513529148785
"F439000101",0.237419079686694,0.315181777794263,0.344827404681704,0.241613757206761,0.149413749330612,0.587405249113218,0.243373768191012,0.293342924672944,0.463283307136059
"F453000101",0.176192701443625,0.585837544117073,0.189136322006388,0.170765457136849,0.488655176770239,0.317983151565678,0.172282300049624,0.587336528734226,0.240381171216139
"F462000101",0.163560421890335,0.283319744282328,0.45864006446694,0.163957840216198,0.101136524555702,0.721618158919715,0.165738349703904,0.176453009027297,0.657808641268816
"F466000101",0.143904370284785,0.254449701313068,0.517318222291543,0.119164800994607,0.0824594434202749,0.788429477806126,0.136547144217528,0.14488599230605,0.718566863476797
"F467000101",0.161738676131373,0.27614286878509,0.473482021401106,0.1586530037822,0.0983880124798136,0.725342979562774,0.159727300222299,0.189541160798138,0.650731538979526
"F474000102",0.14979904338211,0.267012118479098,0.47825878396053,0.146724501859967,0.085744163791054,0.752055386260511,0.151483023180101,0.209782353735286,0.638734623084623
"G111041010",0.289004911845986,0.480253890480901,0.124561651306035,0.298040768172026,0.359523123419425,0.267990515342543,0.298852877211844,0.596936193156575,0.104210929631574
"G206021010",0.333085131688352,0.266067022496002,0.326857573149726,0.281425300610765,0.185400429780468,0.498268913485348,0.331005186990259,0.246832145526171,0.42216266748357
"G600061010",0.0293013513348342,0.785459713865128,0.118377462909746,0.0268095550140161,0.696111494353138,0.191144976272639,0.0337274825448789,0.828097476216418,0.138175041238976
"H010001001",0.240729153354993,0.233455345658449,0.428987484646615,0.239376095879159,0.0599375996443324,0.687577060416177,0.237847736544714,0.18265130880573,0.579500954649572
"H010002001",0.297649293195344,0.261708636471584,0.346410604487434,0.293530530259374,0.0963823827938923,0.585551508819496,0.293338854848063,0.256304310549598,0.450356834602354
"H020302002",0.296168706907428,0.235489853005273,0.384366348938444,0.290954664306013,0.0927372201991629,0.593278350332718,0.294018543038284,0.265352207772813,0.440629249188894
"H030101001",0.266857772116374,0.216683288075746,0.434282684434167,0.262480335440388,0.0594931214792027,0.662050596731019,0.259514146604589,0.189650842277131,0.550835011118278
"H032103001",0.29400138517242,0.240837169881918,0.381189262610621,0.27438764970691,0.0891747549642085,0.616437850352361,0.285703651115416,0.220658170599963,0.493638178284614
"H050301001",0.233184974982894,0.274159242828633,0.390515593394549,0.23175928375345,0.0942377058851565,0.652374744247226,0.231284067034974,0.257315195286082,0.511400737678649
"H070201001",0.287837133519629,0.240806428057952,0.406773042979114,0.273137116610685,0.103534427496516,0.605582163546524,0.283211827868588,0.261414817021628,0.455373355109915
"H120101001",0.308982222243991,0.211141544622229,0.388232424555698,0.313342631510063,0.0654926082950843,0.595454572633922,0.308518126879369,0.193810043562048,0.497671829558584
"H200102001",0.317432090361035,0.194425618221571,0.408530638621351,0.322640725376865,0.0541942947077899,0.608078009100419,0.311771859297739,0.170694226042765,0.517533914659497
"H201301001",0.345154021730482,0.18435085367336,0.391664123224484,0.337175418643531,0.051562899561982,0.590303427690962,0.34342988482954,0.180365762788192,0.476204352382268
"H206201001",0.239244799004153,0.228520722170091,0.433252781026469,0.240002847068137,0.0563673889219799,0.687472890942386,0.242500861075338,0.169997799800801,0.587501339123876
"H207311001",0.271374471386538,0.288592380304375,0.339457330863819,0.267106448323924,0.142183776566101,0.553263410553988,0.274699208222329,0.303419512232061,0.421881279545518
"H208311001",0.346238648909404,0.426756277677658,0.130092238761885,0.38205861410991,0.298985211778409,0.270033532797307,0.361551038123546,0.49723678743555,0.1412121744409
"H226000201",0.258694513673002,0.377032776814958,0.293145546723427,0.262399103822525,0.254831250431797,0.464869244394283,0.262926421382542,0.349692451010356,0.387381127607116
"H232201001",0.227762802094528,0.185042891519714,0.493252282805959,0.198454295202456,0.0504141009835728,0.74191335805711,0.232288253897301,0.115411913795257,0.652299832307745
"H234202001",0.262566024794027,0.253962509552981,0.380074008120699,0.268356112595275,0.0925660396858832,0.620949497257262,0.270586232870047,0.241757328281761,0.487656438848189
"H247301001",0.297186819738475,0.225403553490143,0.373540362857994,0.273761785798755,0.104517346140155,0.607981815312829,0.308629183568967,0.214374947086644,0.476995869344527
"H248201001",0.326522884728323,0.210129661504026,0.364589067427885,0.276916743276507,0.085217311219319,0.61344369426307,0.330416325304128,0.203938764938205,0.465644909757666
"H303000201",0.173676341729285,0.193508249714832,0.531990144456563,0.151136559870658,0.0600329605712505,0.782276412258141,0.164467144887075,0.13225059599505,0.703282259117884
"H305000101",0.135102824458431,0.268650307445951,0.492240518382352,0.127040283720171,0.105546647572311,0.750496610259979,0.141736901385106,0.185753423631001,0.672509674983896
"H311041010",0.268108684320786,0.21853624400453,0.424288284552967,0.24896981352354,0.0803090436510579,0.658586174106306,0.278131084959645,0.17023459482603,0.551634320214299
"H318041010",0.268921071796537,0.408100284322539,0.242265835621664,0.274778930715824,0.297592044562271,0.389446127550221,0.275833455647775,0.420584603986253,0.303581940365979
"H323041010",0.180073749326002,0.237181044786588,0.49876204353017,0.202635909283261,0.0644993901668715,0.716735746207767,0.173385525419005,0.169437671483745,0.657176803097308
"H325041010",0.170967687490348,0.577506768264994,0.168519340282619,0.174355661223848,0.443498345359705,0.312132289487786,0.173743484073434,0.625267042093114,0.200989473833447
"H332201001",0.137182753415316,0.255886082895002,0.506516143689897,0.137286458114249,0.0770193384322626,0.767752115082609,0.138234887367531,0.168862641312924,0.692902471319563
"H403021010",0.18963180568567,0.215712528190384,0.497334352124312,0.196535395290289,0.0613830442104924,0.727899567574877,0.189311741424291,0.147282650267041,0.663405608308839
"H413041010",0.129016918736489,0.257433684715578,0.514502546268131,0.129222350902482,0.0843052417905625,0.773873473805652,0.129875680161059,0.16839215183759,0.701732168001322
"H416021010",0.23536070603427,0.312398001636711,0.38950657040182,0.238736940785511,0.146503836308614,0.595124692588335,0.21957733388369,0.279414351112025,0.501008315004291
"H425042010",0.26560992810164,0.335929765816236,0.310608542444448,0.224352070153059,0.241633525020739,0.45532038715074,0.258653857922546,0.323054910385778,0.418291231691675
"H432021010",0.264083397424935,0.368567363607364,0.274948491376554,0.259081422450385,0.224249159895048,0.48177973585126,0.289581618657738,0.380972173904096,0.329446207438169
"H437042010",0.252753082451751,0.527102465536818,0.143122493349507,0.260407012178813,0.407088459203116,0.286647198904073,0.268948490134947,0.556987083432215,0.174064426432815
"H438021010",0.282450881249975,0.404173288890575,0.235639538715085,0.281953403798805,0.297371383139928,0.390535165784706,0.287324679490417,0.410593009060278,0.302082311449301
"H503331001",0.203399180918263,0.205273598670394,0.49531042375332,0.193046673849283,0.0338925892837291,0.760158130686942,0.1990130763317,0.112800432307186,0.688186491361118
"H504063010",0.0996993072372555,0.73897034482627,0.0766074871673534,0.100056372718253,0.634204324116733,0.172655629584024,0.108318545909032,0.816189939893981,0.0754915141969853
"H504201001",0.261180211974815,0.183989749564828,0.463396672254005,0.263383401204608,0.0357886184988407,0.690219560563506,0.259690471001441,0.118873282690888,0.621436246307666
"H506201001",0.26541583805207,0.204548810123404,0.44102986408853,0.260113368279076,0.0454627420217778,0.682804384426373,0.262408981630061,0.1382167596578,0.599374258712142
"H508305001",0.2980591964676,0.20327705704508,0.435538820394373,0.296356392916474,0.0614846528515831,0.636403939863405,0.284242442503265,0.161295942994182,0.554461614502555
"H510203001",0.319765866800642,0.205817806818091,0.380632253386619,0.326982759404211,0.0670753315744571,0.57957729643546,0.323442434032449,0.201755070736713,0.47480249523084
"H512234001",0.310686344001265,0.181522176856749,0.423702753831054,0.314876961227277,0.0432917816682526,0.625981144681035,0.309368207758995,0.140700077988312,0.549931714252848
"H514261001",0.289763470522169,0.219249464390672,0.407113486047353,0.295080415002638,0.055382309107239,0.640529244254652,0.2881886497433,0.167065020884786,0.544746329371888
"H514262001",0.297819006786717,0.203362918670433,0.444305878366217,0.290109786568562,0.0622664272178286,0.643495832529714,0.276891287074121,0.193535509176343,0.529573203749526
