"id","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
1,0.131742745013345,0.211172786227379,0.557968205380241,0.12124769642053,0.0378277651632016,0.82862680581801,0.126143373917591,0.14070012055742,0.733156505524922
2,0.431322895505297,0.148692787661634,0.339943865782258,0.432932355874199,0.0296370293877437,0.532754889287543,0.438133979228581,0.0651310478031568,0.496734972968263
3,0.521773485582239,0.134454571422721,0.296641622807541,0.517996109673134,0.0219460881809238,0.459220901910092,0.518855533733973,0.0690247508330566,0.41211971543297
4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.469675086581134,0.101998173700088,0.391499047881131,0.443498766868844,0.00699941688788406,0.554563852436757,0.462314437691527,0.03926985195227,0.49841571035622
6,NA,NA,NA,0.278646395876152,0.0149761189353537,0.707291251580424,NA,NA,NA
7,0.140038399939548,0.374130368318427,0.38257827947752,0.153161251562748,0.0438483463204033,0.794319336981909,0.142651798316991,0.267214581088678,0.590133620594329
8,0.17402119290157,0.272491418154703,0.406690063784267,0.169935382544564,0.107932748058952,0.682978145873469,0.172038238303626,0.313655118058452,0.514306643637923
9,0.568296682854943,0.133494856873536,0.247905708225152,0.567529026750484,0.0467599349980755,0.382631231860627,0.570920831211891,0.0977556519929208,0.33132351679519
10,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.412167158249509,0.165458945261184,0.351267110331235,0.421166747124135,0.0347082661832646,0.544253306100976,0.421295238972197,0.0968968093380481,0.481807951689722
12,0.251956668593166,0.20820989504574,0.432699751674238,0.250584811226205,0.0326959003312013,0.713961041060227,0.262344423963237,0.128670144016414,0.608985432020321
13,0.240606832646921,0.360935713329246,0.289741259983852,0.173077483153115,0.149296670244051,0.644145675589271,0.225128047314054,0.431950799121525,0.342921153564419
14,0.0718622953055097,0.305125947127463,0.511858281813557,0.0709452741133435,0.0867321723673342,0.826136741969699,0.0705737355379929,0.174061468363751,0.755364796098136
15,0.356585040295692,0.113842427706512,0.433595782908892,0.346855183654132,0.0162924136641633,0.62875354006149,0.357819845179296,0.0571075819457319,0.585072572874948
16,0.534098152960906,0.113353064870584,0.304682275813824,0.473845911165586,0.014678094826925,0.514226585581902,0.532119746882519,0.0641356938766425,0.403744559240838
17,0.269955598493471,0.176075804965237,0.470199605383747,0.251132179521777,0.0217351971568559,0.733667210159743,0.271712381928993,0.122567003189227,0.605720614881774
18,0.519584916714519,0.117798437929381,0.323069206521541,0.482435209805109,0.024366178216589,0.493776156712604,0.509531224047728,0.109984527626103,0.380484248326138
19,NA,NA,NA,0.151774114051871,0.0429142306170693,0.796060261088536,NA,NA,NA
20,0.263000954610269,0.159247869013521,0.508533337118619,0.213593104401946,0.0446499935282016,0.718299271030639,0.263062286024056,0.146169183839406,0.590768530136537
21,0.134175627202173,0.21343220196045,0.551897694359563,0.128786074899242,0.0192312752543191,0.851189351691572,0.135672698791507,0.0730658343153398,0.791261466893167
22,0.19018228431722,0.179160299905053,0.539764347407881,0.239108852965638,0.058235407842717,0.695627655839018,0.197502223521441,0.188811934673126,0.613685841805409
23,0.075394827866842,0.194734002845101,0.615831601231343,0.0774077352547125,0.0198292700010511,0.897083848205872,0.0730307710241834,0.0851317273804002,0.841837501595412
24,0.145394231979314,0.158718514140341,0.61899873364645,0.141920953425805,0.0272834785915626,0.823951012598398,0.13519744487763,0.0540727904151665,0.810729764707202
25,NA,NA,NA,0.202233034845252,0.166979008202741,0.587384936075481,NA,NA,NA
26,0.171200334829064,0.233110446832347,0.494671532192885,0.135021634262243,0.112132678056076,0.741897099497172,0.165961376158609,0.171098675835731,0.662939948005682
27,0.105542981553303,0.221201244189519,0.565060095661071,0.099567420301357,0.0522094945961685,0.831714400164423,0.100743730937612,0.168010465617227,0.73124580344508
28,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.165845179794726,0.162874031206484,0.597537376602717,0.156295248060551,0.0274021389085315,0.814058610410024,0.156002704395941,0.100954619173163,0.743042676430912
30,0.153734361590968,0.180051733665909,0.590898479566225,0.103160258984466,0.0330761635620535,0.861038475299946,0.143398066597229,0.109887632561145,0.746714300841658
