"grdc_no","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas"
2421400,0.422614411503868,0.281266393043251,0.223338531451886,0.355043172707901,0.177966391087359,0.429136311308659
2421500,0.246564977862723,0.478392142373119,0.227970466782155,0.33398392245671,0.225804903404413,0.439984720097836
2421800,0.193298129450101,0.247319362405467,0.484286311721004,0.214864017395434,0.0901314802981039,0.692830630766849
2423300,0.673387106853275,0.135859615179843,0.193515910975085,0.44747005507296,0.0919504918415436,0.47112106204954
2423350,0.358251935912376,0.270543368050443,0.28102842317985,0.339764017364901,0.113421307662966,0.533863551978469
2423500,0.0480980032648823,0.631371085222928,0.24030392954365,0.111660168720913,0.417294137182584,0.504964145756575
2423800,NA,NA,NA,0.503364344865629,0.102193568631834,0.387802694584832
2423850,NA,NA,NA,0.358214977553213,0.146114661334626,0.503025877881893
2427200,0.157671001301401,0.159653994779371,0.59410869479799,0.0826659426571675,0.0516506606707642,0.854514220299058
2427500,NA,NA,NA,NA,NA,NA
2428200,NA,NA,NA,NA,NA,NA
2428350,0.21772342408302,0.363672129388877,0.374005443503277,0.188577498910349,0.204974476129252,0.581885385162375
2428500,NA,NA,NA,NA,NA,NA
2428505,0.172163825958009,0.247073660474213,0.478505152112732,0.212031930360522,0.146305964502916,0.650312848997445
2428800,0.244621187872392,0.228512107045914,0.497216757231527,0.106966898422804,0.108163845554545,0.756257131018784
2469049,0.527622395568656,0.12257861683846,0.286985059915234,0.414064541092372,0.0369357774895225,0.546532442751867
2469050,0.772515634549534,0.08882509258615,0.110746175070823,0.788105438447228,0.0303933991963914,0.178520298710241
2469055,NA,NA,NA,NA,NA,NA
2469058,NA,NA,NA,0.650150519057101,0.0241604253946788,0.310425893781842
2469072,0.80125854399182,0.0816697561895688,0.0971868539693013,0.821435812339106,0.023622849063431,0.151418814147145
2469098,NA,NA,NA,0.575752486909715,0.0331901084033002,0.378745790481021
2469102,NA,NA,NA,0.861496706879538,0.0159638631341931,0.126189244679335
2469110,NA,NA,NA,NA,NA,NA
2469120,NA,NA,NA,0.442234891445952,0.031119115623897,0.519125078217831
2469125,NA,NA,NA,NA,NA,NA
2469130,NA,NA,NA,NA,NA,NA
2469140,NA,NA,NA,0.729105624470923,0.0292989626609364,0.242561815153403
2469141,NA,NA,NA,0.375712429481039,0.220130260465699,0.406538807039078
2469260,0.85611277578046,0.0537864542032419,0.089784086210769,0.838939522597631,0.0195430279631137,0.138820553310569
2469400,NA,NA,NA,NA,NA,NA
2495450,0.0971449690328211,0.612171354464048,0.194399665316184,0.262630805396097,0.22879326098927,0.512307038238541
2496700,0.06059707583545,0.20659650250418,0.638571910772318,0.0336731674909436,0.0157829136699344,0.950968676047031
2517920,0.819756004927514,0.0603449621230163,0.100831969461062,0.815074308063875,0.0207183282350335,0.153704620781563
2548320,0.740853395622573,0.0869125934016002,0.165361231843722,NA,NA,NA
2549210,NA,NA,NA,NA,NA,NA
2549230,NA,NA,NA,NA,NA,NA
2549240,NA,NA,NA,NA,NA,NA
2550110,NA,NA,NA,NA,NA,NA
2550120,NA,NA,NA,NA,NA,NA
2569002,NA,NA,NA,0.922179677436963,0.0111527804103146,0.0716413694925086
2569003,NA,NA,NA,NA,NA,NA
2569004,NA,NA,NA,NA,NA,NA
2569005,NA,NA,NA,NA,NA,NA
2569010,NA,NA,NA,NA,NA,NA
2569020,NA,NA,NA,NA,NA,NA
2569025,NA,NA,NA,NA,NA,NA
2569031,NA,NA,NA,NA,NA,NA
2587080,NA,NA,NA,NA,NA,NA
2587081,0.581074509476583,0.0788566594221864,0.312275221027928,0.571378012940155,0.0104214987657301,0.417844338447912
2587082,0.546732770936419,0.0902274087370945,0.338853089203886,0.531217655431803,0.0127346872186812,0.456562376871243
2587083,0.517458547682492,0.0961588499290146,0.358003108033553,0.510442739400009,0.0141944621389212,0.473655558941886
2587100,0.412601700865667,0.111171551632995,0.447710177154504,0.387159834373156,0.0149699401655178,0.593559204820045
2587101,0.503245055085873,0.0979098946936953,0.377228853211043,0.479742747518649,0.0146926453401522,0.504334823670688
2587102,0.522838302386231,0.0950241585769423,0.359292881429728,0.503777734232586,0.0127137214633837,0.482582955646194
2587103,0.469830659472446,0.11541372904562,0.389706088973955,0.448010315603351,0.0207002828098353,0.53123843753093
2587104,0.458252215587706,0.109826207512006,0.399493494809472,0.448416805001073,0.0169466185675677,0.534591673034197
2587105,0.411392125797587,0.111734717280312,0.453544543805888,0.384903507358847,0.0166635859196374,0.599040008176479
2587106,0.268224705326928,0.124100961570735,0.570761787507548,0.241867393603783,0.0128299553508539,0.741775276196654
2587200,0.614872787982009,0.0729252076419627,0.297874425289269,0.582979874327802,0.0101960267106049,0.405981599243129
2587210,0.241206905479605,0.109285419485583,0.588709807701269,0.234038228079319,0.00897527312838527,0.753328059601941
2587220,NA,NA,NA,NA,NA,NA
2587230,NA,NA,NA,NA,NA,NA
2587240,NA,NA,NA,NA,NA,NA
2587250,NA,NA,NA,NA,NA,NA
2587400,NA,NA,NA,NA,NA,NA
2587401,NA,NA,NA,NA,NA,NA
2587402,NA,NA,NA,NA,NA,NA
2587403,NA,NA,NA,NA,NA,NA
2588250,NA,NA,NA,NA,NA,NA
2588300,NA,NA,NA,0.238654878132359,0.0412975397454935,0.713740919554138
2588301,NA,NA,NA,NA,NA,NA
2588302,NA,NA,NA,NA,NA,NA
2588303,NA,NA,NA,NA,NA,NA
2588304,0.181585128512318,0.128445160502062,0.600879558805744,0.165514562562553,0.0188188929138417,0.809790602176877
2588320,NA,NA,NA,NA,NA,NA
2588321,0.21597162995505,0.177932529218256,0.509657807107352,0.208734737192596,0.0578149808636405,0.688041069407018
2588322,NA,NA,NA,NA,NA,NA
2588480,0.141046326754818,0.136622168005133,0.632462440490354,0.148290328056364,0.0278086380226724,0.819225140396677
2588481,NA,NA,NA,NA,NA,NA
2588482,NA,NA,NA,NA,NA,NA
2588483,0.161898117626948,0.153682481891128,0.609881254976869,0.154940260063347,0.0348857201329593,0.800937599803535
2588500,0.148370175846526,0.141305567469696,0.646216800126714,0.0811581544256897,0.0136164064340153,0.90566667948013
2588501,0.147856859153738,0.132643060143959,0.664732374041794,0.143271464461066,0.0147154882153894,0.841704718952726
2588550,0.217844641534993,0.124353806140829,0.611180326983673,0.216534762691704,0.0275313889528198,0.758909304799186
2588551,NA,NA,NA,NA,NA,NA
2588552,NA,NA,NA,NA,NA,NA
2588553,0.238783790663895,0.116097123280218,0.59896829097968,0.231259437332181,0.0189739801042497,0.752945099857852
2588554,NA,NA,NA,NA,NA,NA
2588555,0.393076606436352,0.102795010103515,0.450030105966949,0.380375253920708,0.0137956082718479,0.609028355322289
2588556,NA,NA,NA,NA,NA,NA
2588557,NA,NA,NA,NA,NA,NA
2588558,NA,NA,NA,NA,NA,NA
2588559,NA,NA,NA,NA,NA,NA
2588560,0.195731484032864,0.119757811419338,0.63973097933236,0.185004760472459,0.0172758256754025,0.798259765533525
2588561,0.182508899917765,0.136299849148202,0.621032384456334,0.179748026619949,0.0272523467263549,0.794239846642086
2588600,0.218387729469355,0.152285184098987,0.53058622389968,0.232295136679087,0.0494310762620666,0.721967921006336
2588610,0.155094623999746,0.128398323457236,0.62713124944038,0.158768349931495,0.0241488796749533,0.818135516944879
2588620,0.120372228611476,0.118341683838436,0.66319236926572,0.137231039831305,0.0147616750575122,0.843486012276778
2588630,NA,NA,NA,NA,NA,NA
2588640,NA,NA,NA,NA,NA,NA
2588651,NA,NA,NA,NA,NA,NA
2588652,NA,NA,NA,NA,NA,NA
2588653,0.172291490177483,0.12559036817434,0.61133878526124,0.165495030908964,0.0213345727453192,0.817027183649872
2588654,0.200339036381075,0.125939776853191,0.58769636222444,0.191218126429526,0.0243172732562356,0.78495616976033
2588655,NA,NA,NA,NA,NA,NA
2588700,NA,NA,NA,NA,NA,NA
2588701,NA,NA,NA,NA,NA,NA
2588702,0.21428494095225,0.119841887690952,0.585267366248997,NA,NA,NA
2588703,0.224255077144858,0.128416944503132,0.568455014034904,0.220524120923641,0.0318133184574981,0.749036312978358
2588704,NA,NA,NA,NA,NA,NA
2588705,NA,NA,NA,NA,NA,NA
2588706,NA,NA,NA,NA,NA,NA
2588707,NA,NA,NA,NA,NA,NA
2588708,0.308957497573778,0.112975507715512,0.507812863777232,0.308533087121374,0.0204923737162925,0.669924879997514
2588709,NA,NA,NA,NA,NA,NA
2588800,NA,NA,NA,NA,NA,NA
2588900,NA,NA,NA,NA,NA,NA
2588910,NA,NA,NA,NA,NA,NA
2588920,NA,NA,NA,NA,NA,NA
2589100,NA,NA,NA,NA,NA,NA
2589101,0.157613065804716,0.140647162228707,0.600311604989608,0.152599183547095,0.0213341133172821,0.815004303432306
2589110,0.252395504207304,0.130624536507693,0.558726460873542,0.180011656149655,0.0336266756909292,0.772643120751049
2589120,NA,NA,NA,NA,NA,NA
2589200,0.188079367297769,0.143750585011264,0.56870484107004,0.170791277381608,0.0316213895506059,0.781021674355476
2589201,NA,NA,NA,NA,NA,NA
2589202,0.165438754392845,0.159288106169674,0.569605010044527,0.153520498514273,0.0396889936181784,0.789522502324926
2589203,NA,NA,NA,NA,NA,NA
2589204,0.218379399898353,0.147368889511653,0.538810934469283,0.230892478106165,0.0399973546637042,0.710123805394954
2589210,NA,NA,NA,NA,NA,NA
2589220,NA,NA,NA,NA,NA,NA
2589230,NA,NA,NA,NA,NA,NA
2589240,0.36335132172989,0.0916291398970572,0.488726887249316,0.376950964151457,0.0152808503565803,0.608639889707331
2589250,0.408961380245139,0.0999379492407209,0.454963117414438,NA,NA,NA
2589260,0.275825423073764,0.170977586983611,0.466314730436924,0.183830522523503,0.0398706209657316,0.762043282113404
2589270,NA,NA,NA,NA,NA,NA
2589280,NA,NA,NA,NA,NA,NA
2589300,NA,NA,NA,NA,NA,NA
2589310,0.160030072407407,0.142667949398002,0.581740891921308,0.161640674765319,0.0263252945806867,0.797202498247247
2589320,0.169988618920043,0.149776256807862,0.573881664229156,0.165040256113113,0.0293304935104694,0.791186163470477
2589350,0.128498742853507,0.137345079255236,0.652498924313888,0.129021537479268,0.0178994072398054,0.844400211246881
2589351,NA,NA,NA,NA,NA,NA
2589360,NA,NA,NA,NA,NA,NA
2589370,0.160851629094681,0.126906609759315,0.639172682227464,NA,NA,NA
2589380,NA,NA,NA,NA,NA,NA
2589390,NA,NA,NA,NA,NA,NA
2589400,0.214338697470312,0.211533244628722,0.48559299992946,0.223864094994178,0.103003926159342,0.652033815945496
2589410,0.135753700663669,0.142089568873138,0.640175600821754,0.126324056417783,0.0127069443474608,0.860290981161688
2589420,NA,NA,NA,NA,NA,NA
2589500,0.42312883705292,0.106542210922875,0.403130608216884,0.359252134678839,0.0328595433588849,0.607814835197124
2589501,0.215438507026048,0.123496676378779,0.586072665552376,0.223005430026183,0.0164771249214395,0.756854618834478
2589502,0.246430014052903,0.156535253900019,0.518196956969051,0.243760579477198,0.044622193150476,0.682636021257059
2589503,NA,NA,NA,NA,NA,NA
2589504,0.198720591884235,0.127116201489757,0.621953214813624,0.19375592497436,0.0229590463749761,0.774184186811656
2589505,0.562905707369564,0.0670276236761687,0.325072712836459,0.570249999269936,0.0124326123028223,0.419262856072012
2589506,0.263232429195834,0.156899126263828,0.498520251605805,0.258538504634857,0.0459319484415578,0.6658537918836
2589550,NA,NA,NA,NA,NA,NA
2589551,0.23197888946916,0.124414776128103,0.566437313626658,0.24534370647311,0.0314902235678427,0.721597092762953
2589552,NA,NA,NA,NA,NA,NA
2589600,0.34472805808151,0.12042576941814,0.473872878620402,0.335339911437643,0.0275533038127578,0.628217232104361
2589610,NA,NA,NA,NA,NA,NA
2589620,NA,NA,NA,NA,NA,NA
2589700,0.506787348929501,0.0773006143698304,0.404859082803365,0.406599733893459,0.0160362839420604,0.580427915000759
2589701,0.363101403915323,0.0968990195870343,0.475968131667395,0.375418999299061,0.0188254003806207,0.605260524943237
2589702,0.35106786089725,0.0882540407651554,0.503486619230822,0.355078182746146,0.0128439685529933,0.637245957458024
2589703,0.329291794326503,0.0870777185033645,0.522548397857186,0.334215068345188,0.00906209867289699,0.66043120790433
2589704,NA,NA,NA,NA,NA,NA
2589705,0.222191618073356,0.106245637782732,0.585264300468985,NA,NA,NA
2589750,NA,NA,NA,NA,NA,NA
2589751,0.308383009238926,0.112120068426895,0.522659435998552,NA,NA,NA
2589752,NA,NA,NA,NA,NA,NA
2589753,0.429672141772388,0.0941794458403373,0.423430567542462,0.434912856459692,0.0156365838777443,0.550234076794652
2589754,0.205329658015229,0.130724430299177,0.608742195436288,0.199513738446827,0.0254343742686838,0.765637758917113
2589800,NA,NA,NA,NA,NA,NA
2589801,NA,NA,NA,NA,NA,NA
2589802,NA,NA,NA,NA,NA,NA
2589810,NA,NA,NA,NA,NA,NA
2589820,NA,NA,NA,NA,NA,NA
2589830,NA,NA,NA,NA,NA,NA
2589850,0.184198700494703,0.150386975303235,0.59242910464541,0.170127582250442,0.0217656297711816,0.81021154056341
2590100,0.280800631308853,0.110040691125785,0.560399863643279,0.22044978922022,0.025983859313048,0.745761389343999
2590101,0.243186821473931,0.133789686229741,0.517824604596895,0.24110885058259,0.0308268409559992,0.713909580334896
2590200,0.196649569982301,0.133118807613943,0.590086179337258,0.194472394520427,0.0214382180996381,0.774466294763363
2590210,0.201520718195532,0.12779698907013,0.599402769641835,0.188846694292604,0.0194040193582124,0.782375413584862
2590220,NA,NA,NA,NA,NA,NA
2590230,0.234253559113006,0.141836129220074,0.488503228008779,0.25470066585633,0.0285240492831938,0.693795837154263
2590300,0.269126978915703,0.150651915102456,0.474419684021975,0.271996352473665,0.0240073957505496,0.685731097422438
2590301,0.26179712285809,0.156699797775834,0.461267541443089,0.273250786923273,0.0274728551881889,0.676702502271861
2590400,NA,NA,NA,NA,NA,NA
2590401,NA,NA,NA,NA,NA,NA
2591100,0.188113205315388,0.125454463461165,0.586863646090828,0.183498194355423,0.0210181106333022,0.789445798831334
2591200,0.186967117629508,0.122138325267184,0.581912883986184,0.18543268525682,0.0194054571760468,0.789579476178283
2591201,0.203788754210072,0.122008953477094,0.569288347582704,0.200595604923252,0.0220419740225562,0.769153426801957
2591210,0.138807371958453,0.143279581774859,0.607988949232666,0.150527693621847,0.0221455285382322,0.808749095538336
2591220,0.155914838913822,0.137734091770116,0.573376204066857,0.173729300601769,0.0233113970346609,0.788931404215053
2591230,NA,NA,NA,NA,NA,NA
2591800,0.128186153090603,0.126824794537489,0.660696013334846,0.0940431564963396,0.0175659457407692,0.878934886570854
2591801,NA,NA,NA,NA,NA,NA
2591802,0.168369104976281,0.117364915183216,0.602721893411965,0.168079539261215,0.0204080722081148,0.802650383839178
2605450,0.172518077585579,0.184594760106913,0.581785186904892,0.163350270848857,0.0353794195833633,0.794745721344009
2617110,0.68749358807311,0.151876201932347,0.10692653302429,0.67979576261771,0.0931945414606656,0.200128832331865
2677300,0.237683598964908,0.149318959376806,0.562234920405808,0.208322473416195,0.026847100885168,0.759875243185175
2678100,0.228142460599076,0.176567835772193,0.538954165398252,0.22012596711262,0.0467065858126544,0.721696422945982
2678200,NA,NA,NA,0.176961269501176,0.0110442538606004,0.807474761397594
2816650,0.884827528807706,0.0197823542698483,0.0596062568933959,NA,NA,NA
2817100,0.627478242673262,0.172496072038263,0.151276344117193,0.641813429361083,0.0980145939797531,0.241098685489093
2901100,NA,NA,NA,NA,NA,NA
2901201,NA,NA,NA,0.77484921490081,0.0145253665694947,0.205480977519786
2901300,0.652427726085092,0.0781487817101959,0.17833465918481,0.692966896775195,0.0141261058758572,0.285008874677959
2901500,0.105532056313047,0.5848961001128,0.132856019004194,NA,NA,NA
2902500,0.673265446737024,0.0474210295855204,0.226300634576381,NA,NA,NA
2902600,0.756365463508717,0.0387441381632076,0.160554164555342,NA,NA,NA
2902700,0.719632291183418,0.0506991012911777,0.18318166370825,NA,NA,NA
2902850,0.825727187896414,0.0503243805071815,0.0964604488855732,0.841240146904727,0.0212585560193776,0.138328106146337
2903050,0.648364823862808,0.106013277147613,0.19929088474946,0.641192529755239,0.0234972989572547,0.334760706199493
2903087,0.597728696766339,0.0773958687461101,0.293962794946377,0.577419580327016,0.0103587095305326,0.41154180046589
2903420,0.848764965858608,0.046911320464454,0.087800152247566,0.838440990729227,0.00855579098844672,0.153338587789555
2903426,0.744704647202221,0.0598277655242727,0.162081172262685,0.717231761420512,0.01909327305068,0.260032918308884
2903427,0.787002216891672,0.0553520620010257,0.123298470033492,0.793709490958439,0.015828573583902,0.189596498261776
2903428,0.806294429497336,0.0610783388951754,0.101582289953086,0.795188132562209,0.0187823929806222,0.185633763490694
2903429,0.807534769600095,0.0606964779135375,0.108089920036658,0.804039208304052,0.0185007005971343,0.176470959971532
2903430,0.862646857077302,0.0393195716375889,0.0836012176773794,0.8612621380631,0.00840941959643095,0.130451833901976
2903600,0.74981280073846,0.0583556048897432,0.154235717962014,0.751288769746056,0.0112620342808224,0.236405619420013
2903700,0.645377639424584,0.118245831440348,0.143014438695306,0.652386876903379,0.0357086792022818,0.306174970996174
2903703,0.207782727636403,0.525182670141262,0.19042890379094,0.164876325036277,0.0747142236707008,0.755461368761231
2903930,NA,NA,NA,NA,NA,NA
2903940,0.263412330936924,0.099977239926378,0.522673745109727,NA,NA,NA
2903950,NA,NA,NA,NA,NA,NA
2903981,0.774009796196141,0.0631909704463681,0.118547356316731,0.789930302789953,0.0232483044061822,0.1943830196022
2903989,0.197797795638817,0.0893380239542772,0.655854017284537,NA,NA,NA
2904200,0.60623840586098,0.0574887747466113,0.282705373629096,NA,NA,NA
2904850,NA,NA,NA,NA,NA,NA
2905800,0.363049787987513,0.152235348100327,0.437331066091906,NA,NA,NA
2906100,0.30508486799848,0.1464566685948,0.550965596795579,NA,NA,NA
2906201,0.47360880553335,0.22705371378273,0.213218804627992,0.484134131110895,0.0899218865694114,0.420624101906681
2906300,0.487687941439248,0.140130286894461,0.319950138178303,0.481672353117052,0.0259111188187088,0.488727135813612
