"ID","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas"
1,0.581833472177637,0.14856424122803,0.235264106848602,0.572637043047876,0.0701963301596257,0.343664218554977
2,0.636488051146747,0.108658777774817,0.208123456687217,0.642832627957332,0.0285084215924006,0.326744627033566
3,0.163709234588319,0.229629319377986,0.510274330012718,0.167716051401099,0.0561401865044445,0.775733303741688
4,0.663577863603363,0.0839919303491557,0.202383872666913,0.683170503086213,0.028761646830274,0.285415378396682
5,0.506326628476121,0.129327345322646,0.302410577463914,0.503942084577434,0.0285346177613954,0.461970010334741
6,0.405224674177777,0.153979906352692,0.372268347875215,0.416427944850377,0.0317692306297485,0.553403786415748
7,0.377703548297322,0.180561920509611,0.364338993439974,0.378867579336357,0.0609212423717324,0.550694907646785
8,0.189320336179017,0.208068238416249,0.510285038550615,0.189384243938137,0.0523616785868042,0.74880098875093
9,0.554726474198536,0.140555771726703,0.246776868580423,0.558323228424701,0.0494027214866021,0.385660466876018
10,0.232883694531029,0.190565691234091,0.487009468190722,0.233162482735706,0.0270915274043174,0.742174237352616
11,0.0861655251749317,0.298405457428527,0.502903381277247,0.089790053609324,0.109394635754839,0.779474590351364
12,0.127134818660247,0.352518934461598,0.385355435637777,0.135921695575858,0.174447558414737,0.64836508424396
13,0.55294621043478,0.143188461660663,0.24655381286732,0.558091428871299,0.0537390550890339,0.379775529578479
14,0.0658488932676631,0.195001700439652,0.63820437965414,0.0664191478246542,0.00799499124081387,0.927535371878024
15,0.0454857784892765,0.219997497834097,0.622602750650503,0.0454499949653873,0.0143877721775531,0.941922973916805
16,0.058545821033079,0.201303810461823,0.636640155727866,0.058837047395169,0.0119055140082249,0.92988635765902
17,0.0868544289075456,0.187344419110149,0.626069696803632,0.0911143970178057,0.0224386861269245,0.882018299809409
18,0.0464749939786518,0.226531897011121,0.615143059014507,0.0466684996641337,0.033579773585788,0.915574502927526
19,0.0634769108855228,0.205116766280526,0.621031257868243,0.0650555935625594,0.0181208693347886,0.916114620961527
20,0.407966411886108,0.135540938209325,0.384951922395103,0.414748560297465,0.0172264356112548,0.569811971540435
21,0.357655391577428,0.15242434400628,0.417249966509361,0.360660519673802,0.0202335376724657,0.621465666102028
22,0.290425701353912,0.164326247402018,0.465199321906774,0.291875411831204,0.0203404038727922,0.690677369486326
23,0.0709104773436882,0.194133381420437,0.62871946533155,0.0722181586650953,0.0160846010870452,0.911774682971652
24,0.278151264122066,0.165699429647638,0.473384701778381,0.284568696796643,0.0184315725930614,0.701750915080289
25,0.154417145871499,0.174174141871235,0.584578642513538,0.146384798861271,0.0122533100366351,0.840018042194455
26,0.218522466153924,0.16035810138021,0.52362879399295,0.229231813644125,0.0185333085823055,0.745607412935161
27,0.0475737752125875,0.208509712043131,0.627909200631278,0.0492142334230734,0.0157513013925407,0.936674671030002
28,0.0353177707501748,0.224225893760555,0.625853875292696,0.0358773665122819,0.0172530067398507,0.946580894344355
29,0.1285288839828,0.195620078387677,0.5739454180339,0.129528693144267,0.0188411558245751,0.853740059457772
30,0.030887335776688,0.221136977539936,0.625929512342518,0.0311660206345519,0.0179076447738697,0.947245601949672
31,0.0282289064870704,0.216073042328996,0.646843275842866,0.0288685083138273,0.00778963916179419,0.96226115891112
32,0.0282246671645031,0.216127150091514,0.646705716911653,0.0288612370247473,0.00780671014413281,0.96222732139908
33,0.632147167785529,0.0986233661318083,0.226443232206637,0.635326882100181,0.0166789076322397,0.348234998039049
34,0.5347406041749,0.12152398585581,0.281357936532911,0.547227532560398,0.0229593626267576,0.432783476786394
35,0.57243563989039,0.108790651531253,0.269369624970359,0.576842733103515,0.0195352788806211,0.406614376345335
36,0.430483434107891,0.144870781745647,0.355629838523903,0.437497911275522,0.0282499599291601,0.53443723859278
37,0.438590662682817,0.149497680264139,0.340682978315937,0.448318762211605,0.0438396856109463,0.508413953098411
38,0.504558111368442,0.123262730134182,0.313910290190636,0.508574700046058,0.0302802043356634,0.460457765754183
39,0.154849124931849,0.205492990546014,0.535763831791693,0.155335759364459,0.0376750975050146,0.811247695385888
40,0.605322460470096,0.128015811312839,0.210532506709457,0.609577539608757,0.0443442657377881,0.33404640766008
41,0.388376392064656,0.292129202622431,0.241733021045977,0.386472541104096,0.187072606639159,0.400169626181435
42,0.463969605666244,0.149104063350387,0.323604332749966,0.454124267782356,0.0418344978999576,0.495840297544012
43,0.361248233895324,0.172299374587959,0.384372366640648,0.366513479373808,0.0467355476864506,0.577182091274248
44,0.645646858886779,0.0984083769679333,0.214823280752354,0.650339514419156,0.0199228810167545,0.327446203534413
45,0.609110383788479,0.121913870190489,0.215692603443343,0.612648312470826,0.0410171187606356,0.340584198809451
46,0.617130460200617,0.114310156293307,0.212728282863788,0.621922606941754,0.0380797247922674,0.334729378991127
47,0.78235846188535,0.0539898932231068,0.142731220725111,0.779894378007639,0.00596208792319128,0.214266190723646
48,0.682106846883702,0.0976517344375791,0.184483910479751,0.686970475330124,0.017442555789771,0.295885191028298
49,0.39709676449192,0.152485737585692,0.381374354959502,0.400013300287698,0.0269138624138975,0.574582642979549
50,0.620555483778556,0.103680684008365,0.23169145212703,0.626525591907153,0.022566857807028,0.348555328436963
51,0.663354124696812,0.0961834983094295,0.200275904739972,0.66951301682175,0.0234834832451928,0.304645058364937
52,0.495710836366265,0.204080190801924,0.223603464172266,0.498755590516753,0.107963088267493,0.369923087150654
53,0.672580842740138,0.09674909256945,0.180926037610351,0.680727476133762,0.0361463203223755,0.276313252389176
54,0.740113912056532,0.063884045578465,0.167308648492745,0.739884721745287,0.0136160367732177,0.245649695654107
55,0.789053148769693,0.106370439377868,0.0764391404198333,0.792550046943703,0.0468666848696694,0.153739977092971
56,0.751192577666779,0.0640878897835605,0.159115160430778,0.748271436770333,0.00774946221675855,0.243251338649083
57,0.759362527234967,0.0618185299960045,0.158258793922047,0.757818352898032,0.00569897586777251,0.236114332348685
