"","mdl","metric","highNSE.FALSE","highNSE.TRUE","highNSE.NA","N.highNSE.FALSE","N.highNSE.TRUE","N.highNSE.NA","w.p"
"1","VIC_basin","BE",0.539644188087081,0.169404806126137,NA,616,54,0,4.71128680787378e-17
"2","VIC_basin","Beta",0.754215735721093,0.858146304738791,NA,616,54,0,1.30642006156282e-10
"3","VIC_basin","Beta_p",0.883841862789321,0.891923175187803,NA,616,54,0,0.412983346898561
"4","VIC_basin","Gamma",0.749401615557181,0.945417443093864,NA,616,54,0,1.57646567965557e-09
"5","VIC_basin","Gamma_p",0.734179250730182,0.913136927116341,NA,616,54,0,2.21637801820575e-08
"6","VIC_basin","KGE",0.59452423539961,0.751451964096386,NA,616,54,0,1.6951718080746e-09
"7","VIC_basin","KGEB",0.0207551662643749,0.742041177206409,NA,616,54,0,3.31446094158291e-34
"8","VIC_basin","KGElf",0.173919973422456,0.0543062787831171,NA,616,54,0,0.268056741563524
"9","VIC_basin","NSE",0.538558589394751,0.691984020836785,NA,616,54,0,5.84892126306264e-08
"10","VIC_basin","NSEB",-0.0142441944800074,0.633421462313437,NA,616,54,0,3.31446094158291e-34
"11","VIC_basin","rPearson",0.754215735721093,0.858146304738791,NA,616,54,0,1.30642006156282e-10
"12","VIC_basin","r_BFI",0.684848484848485,0.412121212121212,NA,616,54,0,5.1440416461771e-06
"13","VIC_basin","r_QCI",0.696969696969697,0.406060606060606,NA,615,54,0,1.85257539844393e-08
"14","VIC_basin","r_dur_high_pulses",0.648484848484848,0.23030303030303,NA,616,54,0,5.54989336649888e-16
"15","VIC_basin","r_dur_low_pulses",0.401217658828843,0.100166044385751,NA,616,54,0,9.90734242407029e-07
"16","VIC_basin","r_fld",0.916666666666667,0.666666666666667,NA,615,54,0,9.43129944500696e-07
"17","VIC_basin","r_halfFlowDay",0.820121951219512,0.727784657853819,NA,615,54,0,0.000105947069698727
"18","VIC_basin","r_mag_ann",0.890909090909091,0.8,NA,616,54,0,4.57901611849201e-06
"19","VIC_basin","r_mag_m1",0.76969696969697,0.448484848484848,NA,615,54,0,2.74512187141338e-13
"20","VIC_basin","r_mag_m10",0.854545454545454,0.781818181818182,NA,615,54,0,0.000625522279275595
"21","VIC_basin","r_mag_m11",0.854545454545454,0.672727272727273,NA,614,54,0,1.42864256465745e-10
"22","VIC_basin","r_mag_m12",0.866666666666667,0.503030303030303,NA,616,54,0,1.21649169494995e-18
"23","VIC_basin","r_mag_m2",0.818181818181818,0.327272727272727,NA,616,54,0,4.9551227152137e-20
"24","VIC_basin","r_mag_m3",0.83030303030303,0.157575757575758,NA,616,54,0,1.22510332163932e-21
"25","VIC_basin","r_mag_m4",0.866666666666667,0.509090909090909,NA,616,54,0,6.28821827246733e-16
"26","VIC_basin","r_mag_m5",0.866666666666667,0.618181818181818,NA,616,54,0,6.03826464710904e-12
"27","VIC_basin","r_mag_m6",0.842424242424242,0.806060606060606,NA,616,54,0,0.513079061197729
"28","VIC_basin","r_mag_m7",0.806060606060606,0.824242424242424,NA,616,54,0,0.928695659790916
"29","VIC_basin","r_mag_m8",0.781818181818182,0.781818181818182,NA,615,54,0,0.51725817052014
"30","VIC_basin","r_mag_m9",0.793939393939394,0.757575757575757,NA,613,54,0,0.080163638248189
"31","VIC_basin","r_max_1d",0.76969696969697,0.63030303030303,NA,616,54,0,0.00291234041958095
"32","VIC_basin","r_max_30d",0.833333333333333,0.75,NA,616,54,0,0.00101150874614463
"33","VIC_basin","r_max_3d",0.783333333333333,0.716666666666667,NA,616,54,0,0.00367363533839643
"34","VIC_basin","r_max_7d",0.8,0.75,NA,616,54,0,0.0362038576396168
"35","VIC_basin","r_max_90d",0.866666666666667,0.741666666666667,NA,616,54,0,3.02430615847635e-05
"36","VIC_basin","r_max_timing",0.6,0.490614030412432,NA,616,54,0,0.00475513011237862
"37","VIC_basin","r_mean_neg_diff",0.916666666666667,0.666666666666667,NA,615,54,0,5.78321274133936e-08
"38","VIC_basin","r_mean_pos_diff",0.9,0.7,NA,613,54,0,3.83198167645309e-10
"39","VIC_basin","r_min_1d",0.571903322056579,0.303408515242292,NA,588,54,0,6.17539368863562e-06
"40","VIC_basin","r_min_30d",0.566666666666667,0.366666666666667,NA,599,54,0,3.56460053598793e-06
"41","VIC_basin","r_min_3d",0.561747903459761,0.368284135567684,NA,587,54,0,6.31353519841354e-06
"42","VIC_basin","r_min_7d",0.559402390487169,0.358333333333333,NA,591,54,0,9.77727991270594e-06
"43","VIC_basin","r_min_90d",0.683333333333333,0.366666666666667,NA,613,54,0,3.89517862037731e-08
"44","VIC_basin","r_min_timing",0.416666666666667,0.00414919628955472,NA,615,54,0,3.80712860635966e-11
"45","VIC_basin","r_no_falls",0.260238837564272,0.00815566972029881,NA,616,54,0,5.64992514171199e-06
"46","VIC_basin","r_no_high_pulses",0.366289717879128,0.0305861576601255,NA,616,54,0,4.83541427423976e-06
"47","VIC_basin","r_no_low_pulses",0.2768290358504,0.0579015394342167,NA,616,54,0,1.48509862976168e-06
"48","VIC_basin","r_no_rises",0.178725022415858,-0.0518659043615861,NA,616,54,0,0.000173671189714639
"49","VIC_basin","r_numDays_high",0.838909650278489,0.697122434056122,NA,616,54,0,1.39672195880124e-06
"50","VIC_basin","r_numDays_low",0.714655785021085,0.457958287973133,NA,616,54,0,3.12429148779119e-09
"51","VIC_basin","r_rld",0.112727114902455,0.075,NA,616,54,0,0.263773781230128
"52","VIC_basin","r_slope_fdc",0.515151515151515,0.472727272727273,NA,615,54,0,0.328129261996362
