"","gauge_ID","country","calculated_drain_area","NSE","KGE","NSEB","KGEB","BE","r_halfFlowDay","r_QCI","r_slope_fdc","r_BFI","rPearson","Beta","Beta_p","Gamma","Gamma_p","KGElf","r_mag_m1","r_mag_m2","r_mag_m3","r_mag_m4","r_mag_m5","r_mag_m6","r_mag_m7","r_mag_m8","r_mag_m9","r_mag_m10","r_mag_m11","r_mag_m12","r_mag_ann","r_min_1d","r_min_3d","r_min_7d","r_min_30d","r_min_90d","r_max_1d","r_max_3d","r_max_7d","r_max_30d","r_max_90d","r_min_timing","r_max_timing","r_no_high_pulses","r_no_low_pulses","r_dur_high_pulses","r_dur_low_pulses","r_numDays_low","r_numDays_high","r_mean_pos_diff","r_mean_neg_diff","r_no_rises","r_no_falls","r_rld","r_fld","CoV","QCI","geometry","mdl"
"547",1896502,"MZ",259411.7,0.213653548799738,0.158366010160624,0.00255145269758761,-0.000957838417129597,0.211642090885864,0.164623720059511,0.132867132867133,-0.153049141547372,0.391608391608392,0.700213836392945,0.700213836392945,0.276905192976314,0.690791447372345,0.690791447372345,-0.948245762885816,0.81430613486348,0.764787518554214,0.624318920724108,0.679505457132701,0.574594404914223,0.314921933462603,0.0339118383152514,0.645100979148327,0.54502891199794,0.00832091899973009,0.683016526940109,0.309866838689759,0.783216783216783,0.218356573370573,0.2,0.2,0.3,0.341091751421374,0.846153846153846,0.763636363636364,0.727272727272727,0.818181818181818,0.781818181818182,-0.0140859042454753,0.354545454545455,-0.190900887080303,0,0.468531468531469,0,0,0.549913277645602,0.772727272727273,0.881818181818182,-0.151910628484507,-0.162389356436968,-0.0273349228546923,0.909090909090909,1.47731440158369,NA,c(32.4333343505859, -23.4605560302734),"nearing-glofas"
"548",1897550,"MZ",6381.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23925040545651,NA,c(32.0683326721191, -25.1700000762939),"nearing-glofas"
"549",1899100,"MZ",29615.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93318600554382,NA,c(32.439998626709, -26.7900009155273),"nearing-glofas"
"550",1899101,"MZ",16471.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683091687806115,NA,c(32.1333312988281, -26.8500003814697),"nearing-glofas"
"551",1928745,"BF",2462.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-4.78000020980835, 10.4799995422363),"nearing-glofas"
"552",1931070,"BF",4455.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46155412464335,NA,c(-4.46999979019165, 11.4700002670288),"nearing-glofas"
"553",1931160,"BF",6177.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78472399030066,NA,c(-3.65000009536743, 10.9200000762939),"nearing-glofas"
"554",1931565,"BF",4772.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69993643644521,NA,c(-1.60000002384186, 11.7799997329712),"nearing-glofas"
"555",1931580,"BF",11401.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27781387965654,NA,c(-1.54999995231628, 13),"nearing-glofas"
"556",1992710,"MW",136242.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18347836729106,NA,c(34.9199981689453, -15.3900003433228),"nearing-glofas"
"557",1992790,"MW",141180.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325956150744418,NA,c(34.810001373291, -16.0300006866455),"nearing-glofas"
"558",1993100,"MW",1482.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981666840069998,NA,c(33.8600006103516, -9.8100004196167),"nearing-glofas"
"559",1993200,"MW",594.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646560035566404,NA,c(33.7588882446289, -10.9538888931274),"nearing-glofas"
"560",1993320,"MW",2548.2,0.140588888583893,0.427246673724996,0.37696665235378,0.511744946738737,-0.379398253180037,NA,NA,NA,NA,0.649278575009608,0.649278575009608,0.548003129113802,1.0271971233934,0.972802876606597,-0.472783083907881,0.406060606060606,0.254545454545455,0.0545454545454545,0.336363636363636,NA,0.454545454545455,0.490909090909091,0.478787878787879,0.672727272727273,0.3,0.854545454545454,0.827272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608531696565971,NA,c(34.2249984741211, -11.7802782058716),"nearing-glofas"
"561",1993400,"MW",1020.5,-24.7368953357057,-7.03933440297435,0.170659424203563,0.285273549088505,-30.0329629187501,NA,NA,NA,NA,0.562012525397417,0.562012525397417,-7.00557629983926,0.408550321337345,0.408550321337345,-0.220914419075378,0.936363636363636,0.713286713286713,0.490909090909091,0.624242424242424,0.554545454545455,0.503496503496504,0.538461538461539,0.573426573426573,0.552447552447553,0.654545454545455,0.527272727272727,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12318742415784,NA,c(33.4166679382324, -12.1166667938232),"nearing-glofas"
"562",1993401,"MW",11685.7,-0.650574897191612,-1.59131768816879,0.614001539378065,0.722197918183995,-3.27611782319583,NA,NA,NA,NA,0.327947923923852,0.327947923923852,0.0437118205461394,3.31274431917906,-1.31274431917906,-10.6707252805844,0.309090909090909,0.409090909090909,0.284848484848485,0.418181818181818,0.648484848484848,0.663636363636364,0.678321678321678,0.755244755244755,0.776223776223776,0.622377622377623,0.827272727272727,0.881818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925959376352008,NA,c(34.0499992370605, -10.8999996185303),"nearing-glofas"
"563",1993450,"MW",865.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409016999442517,NA,c(33.966667175293, -12.216667175293),"nearing-glofas"
"564",1993480,"MW",10554.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24143666698703,NA,c(34.1833343505859, -12.783332824707),"nearing-glofas"
"565",1993490,"MW",6675.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40663402304309,NA,c(33.5666656494141, -13.3000001907349),"nearing-glofas"
"566",1993580,"MW",954.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6042881268244,NA,c(33.7666664123535, -13.9499998092651),"nearing-glofas"
"567",1993600,"MW",1862.1,0.0189506790902185,-0.0482919332326244,0.0690408444025006,0.132500104795057,-0.053804901118496,NA,NA,NA,NA,0.285248589810686,0.285248589810686,0.313730551299841,0.657829512240227,0.657829512240227,0.0602599886425815,NA,0.890909090909091,0.478787878787879,0.363636363636364,0.436363636363636,0.393939393939394,NA,0.672727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35799259873341,NA,c(33.772777557373, -13.9888887405396),"nearing-glofas"
"568",1993640,"MW",5069.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2274335963434,NA,c(34.3199996948242, -13.7799997329712),"nearing-glofas"
"569",1993650,"MW",3041.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92375645181264,NA,c(34.3499984741211, -13.8199996948242),"nearing-glofas"
"570",2124900,"OM",2132.7,-919.042246059238,-614.359162555093,-0.0553210611068315,-0.266645940675571,-870.812645427817,NA,NA,NA,0.382765907912056,0.000891043560734893,0.000891043560734893,-614.357592834962,0.0337380479404094,0.0337380479404094,-3.80220183794396,0.344265186329548,0.163618702931564,0.374229439691288,-0.301232038038355,-0.129099444873581,-0.0245340643442642,0.179035803004371,-0.0994643350024282,NA,NA,NA,NA,0.423057056113325,NA,NA,NA,NA,NA,0.16922282244533,0.237717774387487,0.290096267049137,0.306212726329645,0.47453537647831,NA,-0.0226871303243258,0,0,1,0,0,1,NA,NA,0.249903208706953,0.230782675746205,-0.000943870128539029,NA,6.22252767188492,NA,c(53.5561103820801, 17.6333332061768),"nearing-glofas"
"571",2151100,"CN",165745.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04093559003324,NA,c(91.879997253418, 29.2800006866455),"nearing-glofas"
"572",2178951,"CN",3083.7,-9.34170773018868,-4.82368704650855,-0.0267505917282382,-0.0650495017884694,-9.07226858548131,-0.263636363636364,-0.654545454545455,0.390909090909091,-0.118181818181818,0.15368354338223,0.15368354338223,-4.72981612350717,0.39313390132035,0.39313390132035,-0.339406106238832,-0.659340659340659,-0.126373626373626,0.208791208791209,0.0824175824175824,-0.0659340659340659,0.0989010989010989,-0.0494505494505495,0.0604395604395604,-0.160839160839161,-0.538461538461539,-0.440559440559441,-0.440559440559441,-0.227272727272727,-0.163636363636364,-0.236363636363636,-0.327272727272727,-0.254545454545455,0.227272727272727,0.181818181818182,0.109090909090909,0.181818181818182,0.236363636363636,0,-0.265378265724517,0.0637814866609487,0.362208966312221,-0.289682729751161,0.409090909090909,-0.294818520599863,-0.536990876806893,-0.66514978946418,-0.0363636363636364,-0.0454545454545455,-0.500021237735218,-0.321784119517617,-0.118181818181818,-0.0272727272727273,1.14600069988662,NA,c(114.060554504395, 32.3141670227051),"nearing-glofas"
"573",2180400,"CN",15565.1,-3.26699608542236,-0.0449367210459606,0.29202392217829,0.399345590443627,-5.02703427289661,-0.267320712415665,-0.144607843137255,0.0416666666666667,-0.242647058823529,0.201514387689253,0.201514387689253,0.774861195174638,1.63531566680259,0.364684333197408,0.0407816389988459,0.43859649122807,0.391124871001032,-0.141382868937048,-0.486068111455108,0.209494324045408,0.213622291021672,-0.304437564499484,-0.155830753353973,-0.149638802889577,0.521155830753354,0.0505675954592363,-0.0608875128998968,-0.0343137254901961,-0.069895782604096,0.0367647058823529,0.0686274509803922,-0.00490196078431373,0.139705882352941,-0.159313725490196,-0.223039215686275,-0.139705882352941,-0.0196078431372549,0.254901960784314,0.00800495038997103,0.157151656375461,0.12049067317797,-0.111125111125167,-0.213366073212504,-0.199877413411713,0.166768884809773,0.10545679480618,-0.377450980392157,-0.482843137254902,0.409098031207729,0.54353401999598,0.00490196078431373,-0.492647058823529,0.556194155476967,NA,c(102.819725036621, 36.3358345031738),"nearing-glofas"
"574",2180600,"CN",8155.3,-3.86476290225992,-1.20152888995024,0.0209140974180918,0.0832901164709698,-3.9686783247836,NA,NA,NA,NA,0.51318065503569,0.51318065503569,-1.11423850855278,0.626192686526137,0.626192686526137,-0.171777086380211,0.0909090909090909,0.333333333333333,0.284848484848485,0.333333333333333,0.127272727272727,0.636363636363636,0.745454545454545,0.127272727272727,0.527272727272727,0.563636363636364,0.43030303030303,0.357575757575757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669892700196713,NA,c(104.885833740234, 34.720832824707),"nearing-glofas"
"575",2180712,"CN",21158.4,-0.869711952413763,-0.0437378636149064,0.0922461772077715,0.128523397408747,-1.05971256244625,-0.22882302075389,-0.138461538461538,-0.208791208791209,0.010989010989011,0.197904614045393,0.197904614045393,0.427837356113346,0.65552702759959,0.65552702759959,-0.159447503545647,0.00588235294117647,-0.192857142857143,0.0264705882352941,-0.262254901960784,-0.125,-0.0857843137254902,0.0196078431372549,-0.237745098039216,0.0833333333333333,0.254901960784314,0.110294117647059,0.0955882352941177,0.134065934065934,0.103296703296703,0.0505494505494506,0.0549450549450549,0.0461538461538462,-0.0417582417582418,0.083608411429306,0.156043956043956,0.156043956043956,0.103296703296703,-0.261538461538461,0.249723909358069,0.0176405840404531,0.0618984460590173,0.42857969568746,-0.0286028775942363,0.417464770738268,0.486042489018109,-0.0220264317180617,0.402197802197802,0.503296703296703,0.180310175792927,0.14015581529586,-0.010989010989011,0.358241758241758,0.549987212811738,NA,c(98.1999969482422, 34.9000015258789),"nearing-glofas"
"576",2181200,"CN",2845,-0.902238267674872,-0.623444926170109,0.74030809270785,0.814742831478191,-6.32498092647485,0.221609837008192,0.604395604395604,0.542857142857143,0.279120879120879,0.295670594831969,0.295670594831969,0.256859316729281,2.259855325897,-0.259855325897004,-7.62057069717738,0.330882352941177,0.269607843137255,0.306372549019608,0.416666666666667,0.512254901960784,0.151960784313726,0.122549019607843,-0.117647058823529,-0.232843137254902,0.33578431372549,0.301470588235294,0.321078431372549,-0.0549450549450549,0.349835195191043,0.327832981657016,0.354235637897849,0.454945054945055,0.446153846153846,0.0905086083851044,0.0637362637362637,-0.0593406593406593,-0.0725274725274725,-0.0857142857142857,0.411699779249448,-0.103524480206791,-0.251039505523201,0.208166599946613,0.320952642719431,0.0197802197802198,-0.231790338547219,0.0938646508927864,0.305494505494505,0.23956043956044,0.321905806125986,0.0133039002164751,-0.0153846153846154,0.0197802197802198,0.684779809310295,NA,c(103.283332824707, 31.466667175293),"nearing-glofas"
"577",2181500,"CN",134507.7,-0.553695767379261,-0.00737654303343294,0.58232654528675,0.685791912822768,-2.71988152430213,0.274815799425187,-0.0955882352941177,-0.0906862745098039,-0.308823529411765,0.667608399730967,0.667608399730967,0.0703076216688167,0.800011487336175,0.800011487336175,-4.86796672279196,0.238390092879257,0.0753353973168215,-0.0402476780185759,-0.207430340557276,-0.0856553147574819,-0.199174406604747,-0.00928792569659443,0.331269349845201,-0.00722394220846233,-0.0257997936016512,0.0856553147574819,-0.128998968008256,-0.137254901960784,-0.112745098039216,-0.0857843137254902,-0.105392156862745,0.0245098039215686,-0.105392156862745,-0.416666666666667,-0.424019607843137,-0.401960784313726,-0.33578431372549,-0.017156862745098,0.262704590179225,-0.50920245398773,0,0.0444483955885554,0,0.0453709466026588,0.162162162162162,0,-0.247549019607843,-0.436274509803922,0.118666469061065,0.320766623299031,0.392156862745098,-0.473039215686275,0.931699768325706,NA,c(96.5999984741211, 33.4333343505859),"nearing-glofas"
"578",2182250,"CN",3219.2,-50.8230262699226,-11.4644417301096,0.0342915230986069,0.0375495829532274,-52.663219811639,0.15214748343077,-0.197802197802198,0.461538461538462,0.736263736263736,0.257692521854858,0.257692521854858,-11.4296399640418,0.438450700755445,0.438450700755445,-0.144051065434932,-0.332142857142857,0.0464285714285714,0.335714285714286,0.185714285714286,-0.353571428571428,-0.367857142857143,-0.203571428571429,0.246428571428571,0.00357142857142857,-0.196428571428571,-0.0892857142857143,-0.278571428571429,-0.285714285714286,0.19114233435406,0.25173107440894,0.371389622319492,0.362637362637363,-0.10989010989011,0.043956043956044,0.043956043956044,0.0384615384615385,-0.0824175824175824,0.0384615384615385,0.630345427201643,0.189821362518852,0.441004868587238,0.389789721434554,0.195592286501377,-0.540506390980254,-0.243034841259302,-0.327373074489034,0.148351648351648,0.186813186813187,-0.0362622388946822,-0.11142061281337,-0.241758241758242,0.175824175824176,1.13176337889576,NA,c(111.47444152832, 33.2891654968262),"nearing-glofas"
"579",2260100,"MM",27426.9,-0.422316899953047,-0.198379749603904,0.61739757557222,0.70864703729776,-2.71748010243339,-0.13100734081908,-0.101343101343101,-0.464590964590965,0.582417582417582,0.339404028460198,0.339404028460198,0.0190553846745664,0.806416301538228,0.806416301538228,-1.76769957183083,0.0477832512315271,0.0847708333611668,0.410111285873069,0.148768472906404,0.301970443349754,0.196059113300493,0.387192118226601,0.322660098522167,-0.110837438423645,0.126108374384236,0.132019704433498,0.0246305418719212,0.53052503052503,0.179844368257362,0.191408312246411,0.158972976921259,0.137572768489551,0.163614163614164,0.129426129426129,0.111111111111111,0.135531135531136,0.281440781440781,0.177655677655678,0.0155748971123996,-0.0930339181828082,0,-0.198663333761935,0,0.356618718219116,0.50690243670106,0,-0.126373626373626,-0.221001221001221,-0.000460689720618722,0.143806549042728,0.119047619047619,-0.307081807081807,1.1973915845949,NA,c(95.6999969482422, 26),"nearing-glofas"
"580",2260110,"MM",70148,0.49585957487501,0.521135859414809,0.732430354666098,0.81029915210215,-0.884146553679021,0.742452847433919,0.503296703296703,-0.0549450549450549,0.758241758241758,0.828368557501266,0.828368557501266,0.555118635770303,1.04397823149379,0.956021768506214,-1.23221750468189,0.0464285714285714,-0.2,0.678571428571428,0.660714285714286,0.721428571428571,0.832142857142857,0.703571428571428,0.814285714285714,0.810714285714286,0.578571428571428,0.735714285714286,-0.00714285714285714,0.815384615384615,-0.0022026485150381,0.0681318681318681,0.0021978021978022,0.032967032967033,0.164835164835165,0.683516483516484,0.723076923076923,0.674725274725275,0.674725274725275,0.665934065934066,0.00883004358983852,0.318681318681319,-0.639826004887863,0.526498126492656,0.169417044212015,0.406593406593407,0.0892070484581498,0.570011371807141,0.674725274725275,0.824175824175824,0.0786280049123752,0.364040179822575,0.0857142857142857,0.810989010989011,1.08822712954863,NA,c(94.4199981689453, 23.6299991607666),"nearing-glofas"
"581",2260120,"MM",111069.7,0.774026126274504,0.849001516183131,0.78428180835023,0.84928320440469,-0.0475420361968248,0.827759134763963,0.767032967032967,0.406593406593407,0.894505494505494,0.886953600791729,0.886953600791729,0.919084095798154,1.05893785021728,0.941062149782716,-0.828312741453921,0.271428571428571,0.242857142857143,0.264285714285714,0.45,0.810714285714286,0.764285714285714,0.728571428571428,0.714285714285714,0.725,0.789285714285714,0.689285714285714,0.346428571428571,0.683516483516484,0.52967032967033,0.52967032967033,0.520879120879121,0.648351648351648,0.481318681318681,0.745054945054945,0.674725274725275,0.70989010989011,0.687912087912088,0.494505494505494,-0.0407938505935478,0.522604843290671,0.362424269815573,0.181822627630949,0.63956043956044,0.362637362637363,0.316831874890002,0.887665198237886,0.604395604395604,0.81978021978022,0.859690328151632,0.310830520578165,0.397802197802198,0.753846153846154,1.01092018535478,NA,c(95.129997253418, 22.1000003814697),"nearing-glofas"
"582",2260400,"MM",84263.7,0.819052926360465,0.763095601661101,0.802133764752188,0.862414728692953,0.0855080786627765,0.191753257711933,0.0505494505494506,0.564835164835165,0.832967032967033,0.942401160972334,0.942401160972334,0.979926105510284,1.22891724805046,0.771082751949539,-0.452381511220254,0.153571428571429,0.346428571428571,0.689285714285714,0.771428571428571,0.682142857142857,0.696428571428571,0.589285714285714,0.425,0.735714285714286,0.682142857142857,0.7,0.0285714285714286,0.591208791208791,0.38021978021978,0.397802197802198,0.446153846153846,0.340659340659341,0.318681318681319,0.683516483516484,0.683516483516484,0.687912087912088,0.569230769230769,0.402197802197802,0.437844049327155,0.250275786073928,0.20698195586728,-0.0787816864579068,0.530253346170072,0.158415937445001,-0.00220752703378303,0.509911894273128,0.472527472527473,-0.164835164835165,0.108993167342266,0.142857498748597,-0.0373626373626374,-0.301098901098901,0.814821865389923,NA,c(96.3300018310547, 24.1700000762939),"nearing-glofas"
"583",2260500,"MM",125180.2,0.827458351344092,0.86726185464975,0.763458712971392,0.82795946558701,0.270564344925375,0.610829457314828,0.44993894993895,0.575702075702076,0.841880341880342,0.909676344570407,0.909676344570407,0.993053366126234,0.902980430949813,0.902980430949813,0.766681994278287,0.806403940886699,0.618226600985222,0.825123152709359,0.850246305418719,0.757142857142857,0.788177339901478,0.852709359605911,0.835467980295566,0.797536945812808,0.811822660098522,0.796059113300493,0.806403940886699,0.882173382173382,0.764158152697875,0.750114495077379,0.711843711843712,0.725885225885226,0.776556776556776,0.777167277167277,0.753357753357753,0.776556776556776,0.84004884004884,0.768620268620268,0.274617942461293,0.433878616903543,0.482048394775738,0.261494487020302,0.682643879118038,0.459446804304363,0.861219003485647,0.836516434515661,-0.0586080586080586,0.000610500610500611,0.042153943931155,0.0662446080657797,0.0403238166665773,-0.00732600732600733,0.84705333716545,NA,c(96.0999984741211, 21.9799995422363),"nearing-glofas"
"584",2260600,"MM",341137.9,0.567239048767922,0.616483668837232,0.839480713021609,0.88949579409833,-1.69600594033498,0.92469602659298,0.608791208791209,0.459340659340659,0.718681318681319,0.922643429658693,0.922643429658693,0.624680374939478,0.984640431711497,0.984640431711497,0.11846600469223,-0.0535714285714286,0.492857142857143,0.725,0.875,0.771428571428571,0.635714285714286,0.792857142857143,0.664285714285714,0.789285714285714,0.639285714285714,0.692857142857143,0.371428571428571,0.591208791208791,0.723872825269517,0.714285714285714,0.701098901098901,0.718681318681319,0.731868131868132,0.796480129931809,0.815384615384615,0.894505494505494,0.665934065934066,0.516483516483516,0.0849889624724062,-0.125550965357172,-0.289313898120311,0.0621669872160209,0.550284641629391,0.327472527472527,-0.121279015278115,0.687296593929574,-0.134065934065934,0.512087912087912,0.605796655767191,0.314937739587547,0.0440044270680558,0.516483516483516,0.800560926567042,NA,c(94.9199981689453, 20.1299991607666),"nearing-glofas"
"585",2260700,"MM",362474.9,0.781346887935648,0.788867845649454,0.829747765945456,0.882491604812886,-0.28428923872037,0.851771996077019,0.446153846153846,0.626373626373626,0.63956043956044,0.933558352020334,0.933558352020334,0.803626631737761,0.960002571935283,0.960002571935283,0.794089359192818,0.696428571428571,0.735714285714286,0.721428571428571,0.857142857142857,0.857142857142857,0.775,0.871428571428571,0.803571428571428,0.825,0.882142857142857,0.903571428571428,0.717857142857143,0.78021978021978,0.630769230769231,0.630769230769231,0.621978021978022,0.643956043956044,0.674725274725275,0.617582417582418,0.661538461538462,0.736263736263736,0.745054945054945,0.630769230769231,0.098233995584989,0.35801651383117,-0.232964161341361,0.288374900364236,0.227122519520834,0.692307692307692,0.464246705567988,0.644130502147669,0.78021978021978,0.771428571428571,0.344011008528412,0.257224658967445,-0.393406593406593,0.635164835164835,0.865057113339175,NA,c(95.2200012207031, 18.7999992370605),"nearing-glofas"
"586",2261500,"MM",16821.6,-4678.63298086285,-45.8239210791639,0.677678857384263,0.759343849780942,-14517.5417961917,-0.258222670922437,-0.090964590964591,0.0238095238095238,0.161782661782662,0.742717887114687,0.742717887114687,-45.823212714882,0.988075275048127,0.988075275048127,-0.0527657853760843,0.165024630541872,0.0724137931034483,0.245320197044335,0.0285714285714286,-0.0137931034482759,0.468472906403941,0.298029556650246,-0.155172413793103,-0.23743842364532,0.155172413793103,0.510344827586207,0.178325123152709,0.0476190476190476,0.278032502982865,0.301679403376466,0.300976800976801,0.203907203907204,0.164835164835165,-0.264997713360669,-0.218559218559219,-0.26984126984127,-0.237484737484737,-0.134310134310134,-0.190769922310255,0.197338415574611,0,0,0.17159207034168,0,0,0.223274311292843,0.238705738705739,0.407203907203907,-0.202955050145739,-0.317572372587016,-0.134941231918682,0.396214896214896,0.781655121464861,NA,c(96.4700012207031, 18.9200000762939),"nearing-glofas"
