"","gauge_id","gauge_id2","src","area_km2","NSE","KGE","NSEB","KGEB","BE","r_halfFlowDay","r_QCI","r_slope_fdc","r_BFI","rPearson","Beta","Gamma","KGElf","r_mag_m1","r_mag_m2","r_mag_m3","r_mag_m4","r_mag_m5","r_mag_m6","r_mag_m7","r_mag_m8","r_mag_m9","r_mag_m10","r_mag_m11","r_mag_m12","r_mag_ann","r_min_1d","r_min_3d","r_min_7d","r_min_30d","r_min_90d","r_max_1d","r_max_3d","r_max_7d","r_max_30d","r_max_90d","r_min_timing","r_max_timing","r_no_high_pulses","r_no_low_pulses","r_dur_high_pulses","r_dur_low_pulses","r_numDays_low","r_numDays_high","r_mean_pos_diff","r_mean_neg_diff","r_no_rises","r_no_falls","r_rld","r_fld","mdl"
"1","925001A","camels-aus-v2-925001A","camels-aus-v2",3301.34353551634,-0.65581626506801,0.411987684660257,0.374453760138522,0.463880623174379,-1.64699259551888,0.738441461237657,0.449155722326454,0.470544090056285,0.562891986062718,0.4894350652721,0.4894350652721,1.13616157264509,0.60670587537988,0.729517759917034,0.724252491694352,0.755365686944634,0.776695526695527,0.661722488038278,0.69989848964902,0.693045002922268,0.566631411951348,0.549074563722898,0.497895967270602,0.491525423728814,0.587683410747793,0.809005628517824,0.423793220878284,0.308630393996248,0.321951219512195,0.394559099437148,0.495787285260969,0.700562851782364,0.730581613508443,0.673358348968105,0.776923076923077,0.778312725681147,0.0841229135623959,0.355425121405505,0.163965956467687,0.245842329313471,0.477298311444653,0.192621817893391,0.518987936543262,0.780557641757416,0.124953095684803,0.10187617260788,0.12503531239771,-0.255673847809303,-0.134152633948418,0.0480300187617261,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"2","G9070142","camels-aus-v2-G9070142","camels-aus-v2",4018.47741455463,-0.794020893427088,0.147513653109314,0.0461113659278031,-0.0528451572121773,-0.880744595695963,0.660813043072936,0.394805194805195,0.794413812603173,0.631168831168831,0.330018790495367,0.330018790495367,0.847963543166538,0.495005547877251,0.837406962785114,0.838932049458365,0.777194570135746,0.654914666403575,0.637566977072629,0.75426085054138,0.740083859985585,0.839932401629667,0.768628399758653,0.530232681286218,0.438600939935136,0.671215454933739,0.885714285714286,0.399408203062465,0.512822594068371,0.659343335230762,0.687743558563831,0.649182345117583,0.787268635220806,0.812987012987013,0.82987012987013,0.909090909090909,0.923376623376623,0.438369302589799,0.457849210530152,0.0767386414753179,0,0.693082206089604,-0.148766861052347,-0.0641236470053221,0.651126573647386,-0.149350649350649,-0.118181818181818,-0.450374441755177,-0.42801384675239,0.0305293942701138,-0.172727272727273,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"3","G0050115","camels-aus-v2-G0050115","camels-aus-v2",3335.86503472045,-0.724419198639096,-0.053401596723168,-0.0220266403859042,-0.31271654119289,-0.687254647283927,0.537709923664122,0.589133089133089,-0.0408601087742944,0.303363241905364,0.0643032559045457,0.0643032559045457,0.675140976343453,-0.0796324489625073,0.461544130097177,0.45507096435732,0.321123799464878,0.353073855913931,0.230102799316417,0.0971911716265205,0.186403004323869,0.254145555765284,0.0229875325885223,0.251785139037615,0.399766882475686,0.694625903764137,0.571280399399934,-0.179070335482361,0.0769461985018921,0.146098560695034,-0.349405263993816,0.0650868544717123,0.55409441907955,0.62038320031532,0.605959252546425,0.624372802889695,0.631331261597291,-0.159035644410047,-0.00067058078620101,0.155756686253839,-0.0891738186330369,0.173825236202834,-0.12404233507871,-0.221719832671951,0.331927161815038,-0.273504273504273,-0.35958485958486,0.147982057748044,0.149255245089243,0.0141181338478303,-0.353479853479853,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"4","410044","camels-aus-v2-410044","camels-aus-v2",1063.13284633744,-4.75787972416803,-1.7379548867971,0.00294491198643843,-0.214815117623596,-4.77488625592341,0.905691507790633,0.359604105571848,0.283357771260997,-0.00668449197860963,0.101960894066646,0.101960894066646,0.616602331364197,-0.0490094891854806,0.666837434124669,0.522996680891418,0.587808417997097,0.518542568542568,0.526510241120042,0.487225274725275,0.880133967918209,0.820150587998288,0.816776208103548,0.836703682057277,0.683756805807623,0.716282761349593,0.643328445747801,0.670709952425485,0.713250949330017,0.679134625786751,0.489767116109319,0.438042269187987,0.187316715542522,0.488636363636364,0.586510263929619,0.644758064516129,0.665850945494994,0.0107606492113417,0.255237595135371,-0.0621225755309779,0.335624311039769,0.404325513196481,0.31016796527177,0.5159271181185,0.41466545151381,-0.693181818181818,-0.647360703812317,0.110682081480449,0.129140394141884,0.169370360898309,-0.651392961876833,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"5","410091","camels-aus-v2-410091","camels-aus-v2",2638.38547891673,-6.02396653811213,-2.24307791938519,0.0278982594910658,-0.083578825613088,-6.22554671534155,0.918946648426813,0.726495726495726,0.27042735042735,-0.247252747252747,0.143882909772607,0.143882909772607,0.598324787332273,0.0894250519920846,0.606685633001422,0.308702791461412,0.625889046941678,0.501258343363606,0.47818871503082,0.606072874493927,0.805668016194332,0.883794725899989,0.892986103512419,0.905668016194332,0.837651821862348,0.714574898785425,0.902222222222222,0.820653115088611,0.835698422198569,0.732649572649573,0.516153846153846,0.492307692307692,0.356581196581197,0.561709401709402,0.857777777777778,0.876923076923077,0.950769230769231,0.147426032599107,0.305483144416343,-0.428155837691531,0.146119001253202,0.679774330331733,0.622642840170379,0.551726799148696,0.70778452436534,-0.80991452991453,-0.741538461538461,-0.0245578695616192,-0.128178694158076,-0.216410256410256,-0.736752136752137,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"6","412028","camels-aus-v2-412028","camels-aus-v2",2637.54627577422,-1.20279917308297,-0.257529335670144,0.0121206814449284,-0.174391845528242,-1.22982618596055,0.779157427104179,0.457665505226481,0.332229965156794,0.40993031358885,0.147957132281755,0.147957132281755,0.658275565951718,0.151519377854934,0.744707408087705,0.650853529699347,0.676037958354254,0.633312545258707,0.644640992761868,0.56974846390169,0.804001111419839,0.863237872589129,0.806955251693485,0.763545429285913,0.726070861977789,0.700301444736246,0.867247386759582,0.754119926876023,0.759170911527628,0.795070748784176,0.558019057531198,0.607064121874273,0.6301393728223,0.70351496212035,0.72787456445993,0.730018761726079,0.85328330206379,0.262448960724586,0.448766814703963,-0.209567664941037,0.45538035657422,0.692133461102883,0.463088943070615,0.765067551096341,0.827384850405436,-0.741637630662021,-0.677177700348432,-0.313971518182623,-0.252266113881752,-0.133373987281122,-0.660104529616725,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"7","412029","camels-aus-v2-412029","camels-aus-v2",1550.82588920622,-1.92040614104659,-1.03486319471797,0.00263485694091081,-0.220039912983173,-1.92812132183526,0.529345008224327,0.261972287496961,0.297463738756989,-0.142370958593307,0.0991886559873545,0.0991886559873545,0.520737965693493,0.0124055779108866,0.643481182795699,0.541512488436633,0.578321427606661,0.491411612886994,0.696650083652285,0.541309574908963,0.86598476150715,0.7962327400431,0.818301540426211,0.769012237762238,0.714422539707878,0.666353781565882,0.763552386354428,0.527168011576867,0.508662693060693,0.505697529878125,0.413924473250881,0.608945790454582,0.537314642249412,0.647030224455068,0.617372984361073,0.591605218377765,0.704724090430273,0.221321449593961,0.452972480242167,-0.20874282458873,0.312501105214668,0.434979944049974,0.187231915162468,0.357589333159439,0.468587872892348,-0.734867514788105,-0.770196904626854,0.177418232982982,0.346986347959325,0.167976663155336,-0.767603921886395,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"8","412066","camels-aus-v2-412066","camels-aus-v2",1635.38520471789,-0.794803141303666,-0.159435199295669,0.00500386928531527,-0.198400222273231,-0.803829267169609,0.826903608937252,0.505668016194332,0.407085020242915,0.284052532833021,0.149237456681514,0.149237456681514,0.613180120451539,0.244345978326899,0.784158672543428,0.550588945937783,0.684016074669432,0.715371127995325,0.684901883502151,0.60572764465225,0.865295915532092,0.871964434565157,0.855815312682642,0.82404872496847,0.802529049897471,0.772412006549194,0.887449392712551,0.73495872407279,0.73038228895757,0.724531256774612,0.58642380655921,0.696761133603239,0.639068825910931,0.747165991902834,0.783198380566802,0.804453441295547,0.882793522267206,0.427833505013836,0.295102443539904,-0.216907185120726,0.475437979664491,0.783103867179591,0.509983723237238,0.758818991839749,0.835931963146704,-0.643927125506073,-0.632793522267206,-0.315744265122077,-0.407600218693193,-0.357627292043768,-0.645344129554656,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"9","416010","camels-aus-v2-416010","camels-aus-v2",2142.93274298004,-1.0679716364943,-0.744919100449288,-0.0215272973831684,-0.309049211159999,-1.02439194898834,0.867644811248663,0.689839572192513,0.102826585179526,0.236694677871148,0.0779744720569548,0.0779744720569548,0.458557055755178,0.233455766426684,0.781409985591378,0.703574104079987,0.701347559616812,0.735220720629345,0.58770989000252,0.642313647043007,0.765525747764416,0.795991366019118,0.835684551341351,0.871600370027752,0.851264691945395,0.642650634573878,0.892436974789916,0.427742996743908,0.431828138188352,0.383791427010042,0.588457112011719,0.674981662488381,0.46340718105424,0.434071810542399,0.640030557677616,0.825210084033613,0.887242169595111,0.0641031995588839,0.351783952362324,-0.214370942132149,0.431918804171657,0.670945070336169,0.395777565450902,0.649343673951911,0.85019512065889,-0.72987012987013,-0.715813598166539,-0.246014714898835,-0.229944071663856,-0.327603331997437,-0.730786860198625,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"10","416032","camels-aus-v2-416032","camels-aus-v2",1586.71721064528,-0.786587028937799,-0.176968008834144,-0.0173079781038343,-0.295247628073831,-0.756190915034234,0.633972939701291,0.525744843391902,0.221848739495798,0.0397708991106064,0.107786484308877,0.107786484308877,0.598470646976566,0.313362939254779,0.709579831932773,0.791048860406005,0.651348171812516,0.725380144607916,0.844019793299938,0.726168182766496,0.766027953396493,0.767948906197939,0.649351978072618,0.727857849999731,0.585423328433084,0.502907305723865,0.849579831932773,0.691402933393548,0.675079989646979,0.720219452498498,0.744377012964849,0.743578198962135,0.585994397759104,0.693557422969188,0.710924369747899,0.728851540616247,0.769595110771581,0.116280895305511,0.399369528125284,0.0911924785273609,0.393599203698727,0.756302521008403,0.520191552157789,0.596735714739207,0.80323733642648,-0.72742551566081,-0.755844155844156,-0.022026837944126,-0.176553274435329,-0.604243996159289,-0.754316271963331,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
"11","418015","camels-aus-v2-418015","camels-aus-v2",1956.59229356733,-0.160143731010859,-0.0614128237323535,-0.00825517719647917,-0.240804702556946,-0.150644953033334,0.58882862401393,0.286172650878533,-0.105889768450724,-0.279425961065134,0.139940892546234,0.139940892546234,0.441434374018715,0.0561352468406118,0.786712933987398,0.605654674764364,0.459350066677604,0.518726403354254,0.446349676656163,0.680578586409885,0.780781128365352,0.70593637615767,0.783387331564388,0.615266867169545,0.746159758917511,0.614701007762762,0.700560224089636,0.361626752674954,0.326881927942,0.378205083477361,0.4657731583044,0.295646361857823,0.5703081232493,0.671988795518207,0.7,0.780952380952381,0.7850935828877,0.405146879050804,0.566085313428947,-0.0555197265407042,0.181328684923801,0.679459347558811,0.45196743312768,0.521425551439637,0.628301227461089,-0.59572192513369,-0.664476699770817,-0.264658569301859,-0.150530085325027,-0.549859943977591,-0.652864782276547,"lpjml5-7-10-fire_20crv3-w5e5_obsclim_histsoc_default_qtot_global_daily"
