"","ID","MAT","Tcold","Thot","Tmon10","MAP","Pdry","Psdry","Pwdry","Pswet","Pwwet","totalSummerP","totalWinterP","totalP","Pthreshold","KG_zone1","KG_zone2","KG_zone3","KG_zone"
"1","camelses_1080",11.7783731802368,5.81258964101632,18.6896414160254,6,1166.74900398406,65.7123505976096,65.7123505976096,90.9402390438247,121.008764940239,124.196015936255,526.42390438247,640.325099601594,1166.74900398406,37.5567463604736,"C","f","b","Cfb"
"2","camelses_1103",11.7180746375914,5.80041209321756,18.4685439775278,6,1077.125,58.3379120879121,58.3379120879121,84.8118131868132,113.862637362637,117.921703296703,478.515109890109,598.60989010989,1077.125,37.4361492751828,"C","f","b","Cfb"
"3","camelses_1105",11.8271018813791,6.03175073702894,18.6044510125406,6,1291.54896142433,71.8545994065282,71.8545994065282,100.385756676558,131.014836795252,137.480712166172,576.035608308605,715.513353115728,1291.54896142433,37.6542037627581,"C","f","b","Cfb"
"4","camelses_1106",11.9312160495334,5.77708533877723,19.1116970168321,6,1197.44582933845,63.6692233940556,63.6692233940556,92.6682646212847,121.326941514861,129.036433365292,524.978906999042,672.466922339406,1197.44582933845,37.8624320990668,"C","f","b","Cfb"
"5","camelses_1109",12.0063957512297,6.35432098922416,18.5611110950203,6,1205.18930041152,67.3600823045268,67.3600823045268,94.2695473251029,124.456790123457,130.962962962963,539.48559670782,665.703703703704,1205.18930041152,38.0127915024594,"C","f","b","Cfb"
"6","camelses_1163",12.426357554762,6.79298246414739,18.855137836963,7,1109.02506265664,57.6040100250627,57.6040100250627,89.3032581453634,117.601503759398,123.563909774436,483.177944862155,625.847117794486,1109.02506265664,38.852715109524,"C","f","b","Cfb"
"7","camelses_1265",8.70549082394825,2.04555084613168,16.4014830851959,4,946.762711864407,44.010593220339,44.010593220339,65.3622881355932,97.8877118644068,107.646186440678,403.141949152542,543.620762711864,946.762711864407,31.4109816478965,"C","f","b","Cfb"
"8","camelses_1268",9.48535450659263,2.9659287753489,16.8750721974598,6,910.979788257941,43.8854667949952,43.8854667949952,63.0798845043311,93.5611164581328,102.046198267565,391.054860442734,519.924927815207,910.979788257941,32.9707090131853,"C","f","b","Cfb"
"9","camelses_1295",9.6032877620439,3.13684896196355,16.8902343809605,6,947.16015625,46.4427083333333,46.4427083333333,68.1731770833333,97.40234375,103.240885416667,409.259114583333,537.901041666667,947.16015625,33.2065755240878,"C","f","b","Cfb"
"10","camelses_1302",11.8993763512693,6.01509677302453,18.3485161122968,6,909.856774193548,48.3083870967742,48.3083870967742,70.1148387096774,94.3316129032258,94.12,393.215483870968,516.641290322581,909.856774193548,37.7987527025387,"C","f","b","Cfb"
