"","ID","MAT","Tcold","Thot","Tmon10","MAP","Pdry","Psdry","Pwdry","Pswet","Pwwet","totalSummerP","totalWinterP","totalP","Pthreshold","KG_zone1","KG_zone2","KG_zone3","KG_zone"
"1",1001001,1.79275955969234,-2.26721310371258,4.45901638025143,0,367.83606557377,0.622950819672131,6.11475409836066,0.622950819672131,104.573770491803,5.50819672131148,351.737704918032,16.0983606557377,367.83606557377,3.58551911938467,"E","T","","ET"
"2",1001002,2.59779326208628,-1.44006968161111,5.28728222883329,0,347.660278745645,0.263066202090592,5.28571428571429,0.263066202090592,102.231707317073,4.55226480836237,336.660278745645,11,347.660278745645,5.19558652417256,"E","T","","ET"
"3",1001003,2.11227523873755,-1.90622406088094,4.72531119338333,0,368.435684647303,0.597510373443983,6.31535269709544,0.597510373443983,105.058091286307,5.52282157676349,353.717842323651,14.7178423236515,368.435684647303,4.22455047747509,"E","T","","ET"
"4",1020002,1.75336573217426,-2.41295895669167,4.54578833104982,0,342.691144708423,0.339092872570194,4.92656587473002,0.339092872570194,103.58747300216,4.83801295896328,330.300215982722,12.3909287257019,342.691144708423,3.50673146434852,"E","T","","ET"
"5",1020003,2.09695804022027,-2.05608391086538,4.9141258561111,0,332.647552447553,0.220979020979021,4.44195804195804,0.220979020979021,102.387412587413,4.3006993006993,322.215384615385,10.4321678321678,332.647552447553,4.19391608044054,"E","T","","ET"
"6",1021001,2.94689095042595,-1.22158024641743,5.93849383460151,0,290.851851851852,0.0555555555555556,2.67283950617284,0.0555555555555556,101.487654320988,3.2037037037037,284.216049382717,6.6358024691358,290.851851851852,5.8937819008519,"E","T","","ET"
"7",1021002,2.36397849683279,-1.85000000449438,5.31612904069404,0,317.032258064516,0.129032258064516,3.48387096774194,0.129032258064516,106.467741935484,3.96774193548387,307.870967741936,9.16129032258064,317.032258064516,4.72795699366559,"E","T","","ET"
"8",1041002,3.89553498058837,-0.444938272237778,7.12148148778044,0,197.224691358025,0.0345679012345679,1.0716049382716,0.0345679012345679,76.1518518518518,2.49012345679012,192.492592592593,4.73209876543209,197.224691358025,7.79106996117673,"E","T","","ET"
"9",1044001,3.74054072347862,-0.831796111719846,7.12160196160132,0,121.387540453074,0.00970873786407767,0.0509708737864078,0.00970873786407767,49.3867313915858,1.15129449838188,119.929611650485,1.457928802589,121.387540453074,7.48108144695725,"E","T","","ET"
"10",1050002,3.74249830798392,-0.746639508594685,7.11975561819834,0,116.433808553972,0,0,0,48.4704684317719,1.020366598778,115.109979633401,1.32382892057026,116.433808553972,7.48499661596784,"E","T","","ET"
"11",1050004,3.58989458709146,-0.872737185312526,6.9571428668798,0,116.24427480916,0.00218102508178844,0.0119956379498364,0.00218102508178844,48.1973827699019,1.04580152671756,114.857142857143,1.38713195201745,116.24427480916,7.17978917418291,"E","T","","ET"
"12",1201001,4.28586364061092,0.513090906969526,6.86181819699027,0,293.896363636364,0.0381818181818182,3.43090909090909,0.0381818181818182,91.0836363636364,2.65090909090909,287.336363636364,6.56,293.896363636364,8.57172728122183,"E","T","","ET"
"13",1201003,4.88058333473843,1.22106248221826,7.32925001904368,0,276.171875,0.046875,2.953125,0.046875,84.953125,2.9375,269.65625,6.515625,276.171875,9.76116666947685,"E","T","","ET"
"14",1201005,4.48330084765675,0.84093567261338,6.85165692553592,0,278.795321637427,0.173489278752437,2.94736842105263,0.173489278752437,79.504873294347,4,270.723196881092,8.07212475633528,278.795321637427,8.9666016953135,"E","T","","ET"
"15",1210001,6.2608238449989,2.82988616515224,8.71824390713761,0,235.121951219512,0.0975609756097561,2.02439024390244,0.0975609756097561,78.6016260162602,2.07317073170732,230.20325203252,4.91869918699187,235.121951219512,12.5216476899978,"E","T","","ET"
"16",1211001,8.18007430613274,4.8985477526951,10.6946496948315,4,191.554140127389,0.0828025477707006,1.5859872611465,0.0828025477707006,64.859872611465,1.62420382165605,187.496815286624,4.05732484076433,191.554140127389,16.3601486122655,"C","w","b","Cwb"
"17",1300009,6.46813646470475,2.98058252909423,9.22702265788822,0,191.993527508091,0,0.398058252427184,0,79.5663430420712,1.24919093851133,189.89644012945,2.09708737864078,191.993527508091,12.9362729294095,"E","T","","ET"
"18",1310002,8.25923959022232,5.06481249566423,10.8654999881983,4,161.3125,0,0.25,0,68.421875,1.140625,159.390625,1.921875,161.3125,16.5184791804446,"B","S","k","BSk"
"19",1410004,5.7885120399011,2.11663019500624,8.65645515162261,0,196.091903719912,0,0.507658643326039,0,80.1553610503282,1.44857768052516,193.371991247265,2.7199124726477,196.091903719912,11.5770240798022,"E","T","","ET"
"20",1502002,9.01400962612854,5.63169232741571,11.8636153730062,5,122.817307692308,0,0.173076923076923,0,52.1923076923077,1.19230769230769,120.961538461539,1.85576923076923,122.817307692308,18.0280192522571,"B","S","k","BSk"
"21",1502008,6.13443504665362,2.40854238327277,9.06298302391828,0,172.237288135593,0,0.305084745762712,0,72.1016949152542,1.47457627118644,169.64406779661,2.59322033898305,172.237288135593,12.2688700933072,"E","T","","ET"
"22",1610002,4.74591195214427,0.743081761945812,7.81855345184698,0,174.877358490566,0,0.430817610062893,0,71.5283018867924,1.62106918238994,171.866352201258,3.01100628930818,174.877358490566,9.49182390428853,"E","T","","ET"
"23",1610004,2.93602245951833,-1.29574467653924,6.07624112376085,0,209.762411347518,0,0.953900709219858,0,80.4822695035461,2.15602836879433,205.358156028369,4.40425531914894,209.762411347518,5.87204491903666,"E","T","","ET"
"24",1730001,3.26731029896666,-1.11422763828461,6.55691059163915,0,131.406504065041,0.00813008130081301,0.0609756097560976,0.00813008130081301,53.0487804878049,1.19512195121951,129.39837398374,2.00813008130081,131.406504065041,6.53462059793333,"E","T","","ET"
"25",1730002,5.56470201931414,1.50927272187828,8.71945454857566,0,110.287878787879,0,0,0,47.1212121212121,1.09090909090909,108.848484848485,1.43939393939394,110.287878787879,11.1294040386283,"B","S","k","BSk"
"26",1730003,3.17654762096585,-1.21714285282152,6.46714287854376,0,134.047619047619,0.00952380952380952,0.0714285714285714,0.00952380952380952,53.7761904761905,1.22857142857143,131.890476190476,2.15714285714286,134.047619047619,6.35309524193169,"E","T","","ET"
"27",1730007,4.21873376826107,0.00428571301427755,7.42805195040517,0,130.237662337662,0.0012987012987013,0.0311688311688312,0.0012987012987013,54.2116883116883,1.18441558441558,128.376623376623,1.86103896103896,130.237662337662,8.43746753652213,"E","T","","ET"
"28",1730012,5.85598067362716,1.83136232540119,8.99947825722072,0,107.028985507246,0,0,0,45.768115942029,1.08695652173913,105.608695652174,1.42028985507246,107.028985507246,11.7119613472543,"B","S","k","BSk"
"29",2101001,4.69132381142117,0.103123813965136,8.15718093826657,0,60.3428571428571,0,0,0.00952380952380952,28.0952380952381,0.238095238095238,60.0380952380952,0.304761904761905,60.3428571428571,9.38264762284234,"B","S","k","BSk"
"30",2103001,3.83680790932691,-0.980610174647832,7.37511862334559,0,67.5593220338983,0,0,0,27.864406779661,0.627118644067797,66.5932203389831,0.966101694915255,67.5593220338983,7.67361581865382,"B","S","k","BSk"
"31",2103002,3.92766146005306,-0.878375006839633,7.46312499046326,0,66.796875,0,0,0,27.6875,0.59375,65.828125,0.96875,66.796875,7.85532292010612,"B","S","k","BSk"
"32",2103003,3.92766146005306,-0.878375006839633,7.46312499046326,0,66.796875,0,0,0,27.6875,0.59375,65.828125,0.96875,66.796875,7.85532292010612,"B","S","k","BSk"
"33",2103014,2.76359499296527,-2.144027299645,6.37167236503887,0,77.5563139931741,0,0.0068259385665529,0,30.1672354948805,1.08532423208191,75.8907849829351,1.66552901023891,77.5563139931741,5.52718998593055,"E","T","","ET"
